C_REGION,ESTACION,PROGRAMA,CRUCERO,F_MUESTREO,AÑO,MES,DIRECCION,V_MS
12,M16,1,CRUCERO 8,2008/07/01,2008,JULIO,O,4.43
12,M17,1,CRUCERO 8,2008/07/08,2008,JULIO,SO,0.98
12,M18,1,CRUCERO 8,2008/07/08,2008,JULIO,SO,1.39
12,M19,1,CRUCERO 8,2008/07/08,2008,JULIO,SO,1.08
12,M20,1,CRUCERO 8,2008/07/08,2008,JULIO,SO,1.17
12,M21,1,CRUCERO 8,2008/07/08,2008,JULIO,NE,1.84
12,M22,1,CRUCERO 8,2008/07/08,2008,JULIO,N,1.1
12,M23,1,CRUCERO 8,2008/07/08,2008,JULIO,N,1.31
12,M24,1,CRUCERO 8,2008/07/03,2008,JULIO,SE,2.53
12,M25,1,CRUCERO 8,2008/07/03,2008,JULIO,O,4.09
12,M26,1,CRUCERO 8,2008/07/03,2008,JULIO,O,3.5
12,M27,1,CRUCERO 8,2008/07/02,2008,JULIO,SO,5.22
12,M28,1,CRUCERO 8,2008/07/02,2008,JULIO,SO,3.75
12,M29,1,CRUCERO 8,2008/07/02,2008,JULIO,SO,4.17
12,M30,1,CRUCERO 8,2008/07/02,2008,JULIO,SO,3.18
12,M31,1,CRUCERO 8,2008/07/02,2008,JULIO,SO,2.2
12,M32,1,CRUCERO 8,2008/07/04,2008,JULIO,NO,3.16
12,M33,1,CRUCERO 8,2008/07/01,2008,JULIO,SO,4.47
12,M34,1,CRUCERO 8,2008/07/01,2008,JULIO,NO,4.22
12,M35,1,CRUCERO 8,2008/07/04,2008,JULIO,NO,7.13
12,M36,1,CRUCERO 8,2008/07/24,2008,JULIO,N,2.1
12,M37,1,CRUCERO 8,2008/07/24,2008,JULIO,N,1.14
12,M38,1,CRUCERO 8,2008/07/25,2008,JULIO,NO,1.98
12,M39,1,CRUCERO 8,2008/07/25,2008,JULIO,NO,2.01
12,M40,1,CRUCERO 8,2008/06/24,2008,JUNIO,SO,3.19
12,M41,1,CRUCERO 8,2008/06/24,2008,JUNIO,SO,4.17
12,M42,1,CRUCERO 8,2008/06/25,2008,JUNIO,SO,0.14
12,M43,1,CRUCERO 8,2008/06/25,2008,JUNIO,NO,4.16
12,M44,1,CRUCERO 8,2008/06/25,2008,JUNIO,NO,4.15
12,M45,1,CRUCERO 8,2008/06/26,2008,JUNIO,SO,2.03
12,M46,1,CRUCERO 8,2008/06/26,2008,JUNIO,SO,1.21
10,L01,1,CRUCERO 9,2008/08/29,2008,AGOSTO,N,
10,L02,1,CRUCERO 9,2008/08/28,2008,AGOSTO,N,
10,L02N1,1,CRUCERO 9,2008/08/28,2008,AGOSTO,N,
10,L02N2,1,CRUCERO 9,2008/08/28,2008,AGOSTO,N,
10,L02N3,1,CRUCERO 9,2008/08/28,2008,AGOSTO,N,
10,L02N4,1,CRUCERO 9,2008/08/28,2008,AGOSTO,N,
10,L03,1,CRUCERO 9,2008/08/31,2008,AGOSTO,N,
10,L03N1,1,CRUCERO 9,2008/08/28,2008,AGOSTO,N,
10,L04,1,CRUCERO 9,2008/08/30,2008,AGOSTO,N,
10,L05,1,CRUCERO 9,2008/08/30,2008,AGOSTO,N,
10,L06,1,CRUCERO 9,2008/08/30,2008,AGOSTO,N,
10,L06N1,1,CRUCERO 9,2008/08/31,2008,AGOSTO,N,
10,L07,1,CRUCERO 9,2008/08/22,2008,AGOSTO,S,
10,L08,1,CRUCERO 9,2008/08/22,2008,AGOSTO,S,
10,L09,1,CRUCERO 9,2008/08/22,2008,AGOSTO,S,
10,L10,1,CRUCERO 9,2008/08/23,2008,AGOSTO,NE,
10,L10N1,1,CRUCERO 9,2008/08/23,2008,AGOSTO,N,
10,L10N2,1,CRUCERO 9,,2008,AGOSTO,,
10,L10N3,1,CRUCERO 9,2008/08/23,2008,AGOSTO,NO,
10,L11,1,CRUCERO 9,2008/08/22,2008,AGOSTO,N,
10,L12,1,CRUCERO 9,2008/08/25,2008,AGOSTO,N,
10,L13,1,CRUCERO 9,2008/08/25,2008,AGOSTO,N,
10,L14,1,CRUCERO 9,2008/08/23,2008,AGOSTO,N,
10,L16,1,CRUCERO 9,2008/08/16,2008,AGOSTO,O,
10,L16N1,1,CRUCERO 9,2008/08/13,2008,AGOSTO,S,
10,L17,1,CRUCERO 9,2008/08/18,2008,AGOSTO,SO,
10,L17N1,1,CRUCERO 9,2008/08/18,2008,AGOSTO,SO,
10,L19,1,CRUCERO 9,2008/08/13,2008,AGOSTO,S,
10,L19N1,1,CRUCERO 9,2008/08/13,2008,AGOSTO,SE,
10,L19N2,1,CRUCERO 9,2008/08/13,2008,AGOSTO,SE,
10,L20,1,CRUCERO 9,2008/08/13,2008,AGOSTO,SE,
10,L20N1,1,CRUCERO 9,2008/08/13,2008,AGOSTO,S,
10,L21,1,CRUCERO 9,,2008,AGOSTO,,
10,L22,1,CRUCERO 9,2008/08/14,2008,AGOSTO,N,
10,L22N1,1,CRUCERO 9,2008/08/14,2008,AGOSTO,N,
10,L22N2,1,CRUCERO 9,2008/08/14,2008,AGOSTO,N,
10,L23,1,CRUCERO 9,2008/08/13,2008,AGOSTO,SE,
10,L23N1,1,CRUCERO 9,2008/08/14,2008,AGOSTO,N,
10,L23N2,1,CRUCERO 9,2008/08/14,2008,AGOSTO,N,
10,L24,1,CRUCERO 9,2008/08/14,2008,AGOSTO,N,
10,L24N1,1,CRUCERO 9,2008/08/15,2008,AGOSTO,NO,
10,L25,1,CRUCERO 9,,2008,AGOSTO,,
11,A01,1,CRUCERO 9,2008/08/18,2008,AGOSTO,SE,5.18
11,A02,1,CRUCERO 9,2008/08/18,2008,AGOSTO,SE,2.91
11,A03,1,CRUCERO 9,2008/08/18,2008,AGOSTO,SE,
11,A04,1,CRUCERO 9,2008/08/20,2008,AGOSTO,N,6.35
11,A05,1,CRUCERO 9,2008/08/19,2008,AGOSTO,SE,5.05
11,A05N1,1,CRUCERO 9,2008/08/19,2008,AGOSTO,SE,3.34
11,A06,1,CRUCERO 9,2008/08/03,2008,AGOSTO,,
11,A07,1,CRUCERO 9,2008/08/03,2008,AGOSTO,SO,1.2
11,A08,1,CRUCERO 9,2008/08/03,2008,AGOSTO,SO,1.11
11,A09,1,CRUCERO 9,2008/08/04,2008,AGOSTO,S,2.26
11,A10,1,CRUCERO 9,2008/08/03,2008,AGOSTO,NE,1.46
11,A11,1,CRUCERO 9,2008/08/04,2008,AGOSTO,SO,1.98
11,A12,1,CRUCERO 9,2008/08/04,2008,AGOSTO,SO,3.69
11,A13,1,CRUCERO 9,2008/08/04,2008,AGOSTO,SO,2.39
11,A14,1,CRUCERO 9,2008/08/06,2008,AGOSTO,N,2.39
11,A15,1,CRUCERO 9,2008/08/06,2008,AGOSTO,N,1.46
11,A16,1,CRUCERO 9,2008/08/06,2008,AGOSTO,N,3.86
11,A17,1,CRUCERO 9,2008/08/06,2008,AGOSTO,,
11,A18,1,CRUCERO 9,2008/08/02,2008,AGOSTO,NE,1.16
11,A19,1,CRUCERO 9,2008/08/06,2008,AGOSTO,NE,1.72
11,A20,1,CRUCERO 9,2008/08/07,2008,AGOSTO,,
11,A21,1,CRUCERO 9,2008/08/07,2008,AGOSTO,O,1.92
11,A22,1,CRUCERO 9,2008/08/07,2008,AGOSTO,NO,0.45
11,A23,1,CRUCERO 9,2008/08/07,2008,AGOSTO,O,1.8
11,A24,1,CRUCERO 9,2008/08/11,2008,AGOSTO,O,6.35
11,A25,1,CRUCERO 9,2008/08/11,2008,AGOSTO,O,4.38
11,A26,1,CRUCERO 9,2008/08/09,2008,AGOSTO,,
11,A27,1,CRUCERO 9,2008/08/10,2008,AGOSTO,O,1.03
11,A28,1,CRUCERO 9,2008/08/10,2008,AGOSTO,,
11,A29,1,CRUCERO 9,2008/08/10,2008,AGOSTO,,
11,A30,1,CRUCERO 9,2008/08/07,2008,AGOSTO,NO,1.46
11,A31,1,CRUCERO 9,2008/08/08,2008,AGOSTO,,
11,A32,1,CRUCERO 9,2008/08/08,2008,AGOSTO,N,1.5
11,A33,1,CRUCERO 9,2008/08/19,2008,AGOSTO,SE,1.45
11,A34,1,CRUCERO 9,2008/08/19,2008,AGOSTO,SE,1.55
11,A35,1,CRUCERO 9,2008/08/02,2008,AGOSTO,,
11,A36,1,CRUCERO 9,2008/08/02,2008,AGOSTO,,
11,A37,1,CRUCERO 9,2008/08/01,2008,AGOSTO,E,7.85
11,A38N1,1,CRUCERO 9,2008/08/01,2008,AGOSTO,E,1.76
11,A39,1,CRUCERO 9,2008/08/01,2008,AGOSTO,E,3.04
11,A40,1,CRUCERO 9,2008/07/31,2008,JULIO,E,1.2
11,A41,1,CRUCERO 9,2008/08/01,2008,AGOSTO,E,5.74
11,A42,1,CRUCERO 9,2008/08/08,2008,AGOSTO,,
11,A43,1,CRUCERO 9,2008/08/08,2008,AGOSTO,NE,1.46
11,A44,1,CRUCERO 9,2008/08/08,2008,AGOSTO,NO,1.37
11,A45,1,CRUCERO 9,2008/08/08,2008,AGOSTO,NO,1.24
11,A46,1,CRUCERO 9,2008/08/08,2008,AGOSTO,NO,1.32
11,A47,1,CRUCERO 9,2008/08/08,2008,AGOSTO,,
11,A48,1,CRUCERO 9,2008/08/09,2008,AGOSTO,E,3.13
11,A49,1,CRUCERO 9,2008/08/09,2008,AGOSTO,E,4.71
11,A50,1,CRUCERO 9,2008/08/11,2008,AGOSTO,O,2.35
11,A51,1,CRUCERO 9,2008/08/09,2008,AGOSTO,E,0.94
11,A52,1,CRUCERO 9,2008/08/11,2008,AGOSTO,O,1.29
11,A53,1,CRUCERO 9,2008/08/10,2008,AGOSTO,,
11,A54,1,CRUCERO 9,2008/08/10,2008,AGOSTO,NE,2.82
11,A55,1,CRUCERO 9,2008/08/05,2008,AGOSTO,NO,2
11,A56,1,CRUCERO 9,2008/08/05,2008,AGOSTO,NO,1.7
11,A57,1,CRUCERO 9,2008/08/05,2008,AGOSTO,NO,2.4
11,A58,1,CRUCERO 9,2008/08/05,2008,AGOSTO,NO,2.8
11,A59,1,CRUCERO 9,2008/08/05,2008,AGOSTO,NO,3.5
11,A60,1,CRUCERO 9,2008/08/05,2008,AGOSTO,NO,1.2
12,M04,1,CRUCERO 9,2008/08/14,2008,AGOSTO,NO,1.24
12,M05,1,CRUCERO 9,2008/08/14,2008,AGOSTO,NO,1.29
12,M06,1,CRUCERO 9,2008/08/14,2008,AGOSTO,NO,0.84
12,M01N,1,CRUCERO 9,2008/08/14,2008,AGOSTO,NO,1.08
12,M02N,1,CRUCERO 9,2008/08/14,2008,AGOSTO,NO,0.94
12,M03N,1,CRUCERO 9,2008/08/14,2008,AGOSTO,NO,1.01
12,M07,1,CRUCERO 9,2008/08/14,2008,AGOSTO,NO,1.16
12,M24N,1,CRUCERO 9,2008/08/15,2008,AGOSTO,NO,1.31
12,M08,1,CRUCERO 9,2008/08/15,2008,AGOSTO,NO,1.69
12,M25N,1,CRUCERO 9,2008/08/15,2008,AGOSTO,NO,2.02
12,M09,1,CRUCERO 9,2008/08/15,2008,AGOSTO,SO,2.02
12,M10,1,CRUCERO 9,2008/08/13,2008,AGOSTO,N,0.01
12,M11,1,CRUCERO 9,2008/08/13,2008,AGOSTO,N,2.96
12,M12,1,CRUCERO 9,2008/08/13,2008,AGOSTO,N,2.33
12,M13,1,CRUCERO 9,2008/08/13,2008,AGOSTO,NE,2.12
12,M14,1,CRUCERO 9,2008/08/13,2008,AGOSTO,NE,1.88
12,M15,1,CRUCERO 9,2008/08/12,2008,AGOSTO,S,1.61
12,M16,1,CRUCERO 9,2008/08/12,2008,AGOSTO,S,1.5
12,M17,1,CRUCERO 9,2008/08/16,2008,AGOSTO,NO,2.05
12,M18,1,CRUCERO 9,2008/08/16,2008,AGOSTO,NO,2.08
12,M19,1,CRUCERO 9,2008/08/16,2008,AGOSTO,NO,3.03
12,M20,1,CRUCERO 9,2008/08/16,2008,AGOSTO,NO,3.35
12,M21,1,CRUCERO 9,2008/08/16,2008,AGOSTO,NO,3.53
12,M22,1,CRUCERO 9,2008/08/16,2008,AGOSTO,NO,3.69
12,M23,1,CRUCERO 9,2008/08/16,2008,AGOSTO,NO,3.72
12,M24,1,CRUCERO 9,2008/08/03,2008,AGOSTO,N,0.88
12,M25,1,CRUCERO 9,2008/08/03,2008,AGOSTO,S,0.17
12,M26,1,CRUCERO 9,2008/08/03,2008,AGOSTO,SO,1.4
12,M27,1,CRUCERO 9,2008/08/02,2008,AGOSTO,N,1.8
12,M28,1,CRUCERO 9,2008/08/02,2008,AGOSTO,N,2.39
12,M29,1,CRUCERO 9,2008/08/02,2008,AGOSTO,N,1.13
12,M30,1,CRUCERO 9,2008/08/02,2008,AGOSTO,N,2.08
12,M31,1,CRUCERO 9,2008/08/01,2008,AGOSTO,N,2.14
12,M32,1,CRUCERO 9,2008/08/05,2008,AGOSTO,NE,3.4
12,M33,1,CRUCERO 9,2008/08/01,2008,AGOSTO,NE,3.32
12,M34,1,CRUCERO 9,2008/08/01,2008,AGOSTO,NE,4.16
12,M35,1,CRUCERO 9,2008/08/05,2008,AGOSTO,NE,3.17
12,M36,1,CRUCERO 9,2008/08/22,2008,AGOSTO,NE,1.99
12,M37,1,CRUCERO 9,2008/08/22,2008,AGOSTO,NE,3.36
12,M38,1,CRUCERO 9,2008/08/23,2008,AGOSTO,N,2.08
12,M39,1,CRUCERO 9,2008/08/23,2008,AGOSTO,N,3.13
10,L01,1,CRUCERO 1,2008/12/24,2008,DICIEMBRE,S,1.1
10,L02,1,CRUCERO 1,2008/12/09,2008,DICIEMBRE,SO,4.34
10,L02N1,1,CRUCERO 1,2008/12/09,2008,DICIEMBRE,S,0
10,L02N2,1,CRUCERO 1,2008/12/08,2008,DICIEMBRE,S,2.24
10,L02N3,1,CRUCERO 1,2008/12/09,2008,DICIEMBRE,S,1.16
10,L02N4,1,CRUCERO 1,2008/12/08,2008,DICIEMBRE,S,0.64
10,L03,1,CRUCERO 1,2009/01/06,2008,ENERO,N,2
10,L03N1,1,CRUCERO 1,2008/12/09,2008,DICIEMBRE,SO,3.24
10,L04,1,CRUCERO 1,2008/12/10,2008,DICIEMBRE,S,1.4
10,L05,1,CRUCERO 1,2008/12/10,2008,DICIEMBRE,S,0.94
10,L06,1,CRUCERO 1,2008/12/10,2008,DICIEMBRE,S,1.38
10,L06N1,1,CRUCERO 1,2009/01/06,2008,ENERO,N,2.12
10,L07,1,CRUCERO 1,2008/12/18,2008,DICIEMBRE,N,0.68
10,L08,1,CRUCERO 1,2008/12/17,2008,DICIEMBRE,NE,0.64
10,L09,1,CRUCERO 1,2008/12/17,2008,DICIEMBRE,NE,2.94
10,L10,1,CRUCERO 1,2008/12/17,2008,DICIEMBRE,N,3.76
10,L10N1,1,CRUCERO 1,2008/12/16,2008,DICIEMBRE,N,3.26
10,L10N2,1,CRUCERO 1,2008/12/17,2008,DICIEMBRE,N,2.66
10,L10N3,1,CRUCERO 1,2008/12/17,2008,DICIEMBRE,N,4.32
10,L11,1,CRUCERO 1,2008/12/18,2008,DICIEMBRE,N,1.1
10,L12,1,CRUCERO 1,2008/12/16,2008,DICIEMBRE,NE,1.58
10,L13,1,CRUCERO 1,2008/12/16,2008,DICIEMBRE,NE,3.02
10,L14,1,CRUCERO 1,2008/12/16,2008,DICIEMBRE,N,0.22
10,L16,1,CRUCERO 1,2008/12/04,2008,DICIEMBRE,S,2.2
10,L16N1,1,CRUCERO 1,2008/12/04,2008,DICIEMBRE,S,1.38
10,L17,1,CRUCERO 1,2008/12/03,2008,DICIEMBRE,S,2.58
10,L17N1,1,CRUCERO 1,2008/12/03,2008,DICIEMBRE,S,2.02
10,L19,1,CRUCERO 1,2008/12/02,2008,DICIEMBRE,NE,2.88
10,L19N1,1,CRUCERO 1,2008/12/02,2008,DICIEMBRE,S,3.88
10,L19N2,1,CRUCERO 1,2008/12/02,2008,DICIEMBRE,S,2.88
10,L20,1,CRUCERO 1,2008/12/02,2008,DICIEMBRE,S,4.5
10,L20N1,1,CRUCERO 1,2008/12/02,2008,DICIEMBRE,NE,3.88
10,L21,1,CRUCERO 1,2008/12/03,2008,DICIEMBRE,S,2.98
10,L22,1,CRUCERO 1,2008/12/05,2008,DICIEMBRE,S,1.76
10,L22N1,1,CRUCERO 1,2008/12/05,2008,DICIEMBRE,S,1.98
10,L22N2,1,CRUCERO 1,2008/12/05,2008,DICIEMBRE,S,2.38
10,L23,1,CRUCERO 1,2008/12/02,2008,DICIEMBRE,S,3.26
10,L23N1,1,CRUCERO 1,2008/12/05,2008,DICIEMBRE,S,0.68
10,L23N2,1,CRUCERO 1,2008/12/05,2008,DICIEMBRE,S,1.04
10,L24,1,CRUCERO 1,2008/12/05,2008,DICIEMBRE,S,4.06
10,L24N1,1,CRUCERO 1,2008/12/05,2008,DICIEMBRE,S,2.56
10,L25,1,CRUCERO 1,2008/12/03,2008,DICIEMBRE,SO,2.16
11,A01,1,CRUCERO 1,2008/12/07,2008,DICIEMBRE,NO,3.7
11,A02,1,CRUCERO 1,2008/12/07,2008,DICIEMBRE,NO,2
11,A03,1,CRUCERO 1,2008/12/08,2008,DICIEMBRE,E,2.3
11,A04,1,CRUCERO 1,2008/12/08,2008,DICIEMBRE,SE,5
11,A05,1,CRUCERO 1,2008/12/08,2008,DICIEMBRE,CALMA,
11,A05N1,1,CRUCERO 1,2008/12/08,2008,DICIEMBRE,N,3.1
11,A06,1,CRUCERO 1,2008/12/16,2008,DICIEMBRE,NO,1.85
11,A07,1,CRUCERO 1,2008/12/16,2008,DICIEMBRE,NO,2.65
11,A08,1,CRUCERO 1,2008/12/16,2008,DICIEMBRE,NO,0.45
11,A09,1,CRUCERO 1,2008/12/16,2008,DICIEMBRE,NO,8.31
11,A10,1,CRUCERO 1,2008/12/16,2008,DICIEMBRE,NO,2.57
11,A11,1,CRUCERO 1,2008/12/16,2008,DICIEMBRE,NO,6.43
11,A12,1,CRUCERO 1,2008/12/17,2008,DICIEMBRE,N,0.68
11,A13,1,CRUCERO 1,2008/12/17,2008,DICIEMBRE,N,1.76
11,A14,1,CRUCERO 1,2008/12/18,2008,DICIEMBRE,N,1.29
11,A15,1,CRUCERO 1,2008/12/18,2008,DICIEMBRE,N,0.94
11,A16,1,CRUCERO 1,2008/12/19,2008,DICIEMBRE,N,0.71
11,A17,1,CRUCERO 1,2008/12/19,2008,DICIEMBRE,NO,0.98
11,A18,1,CRUCERO 1,2008/12/15,2008,DICIEMBRE,O,2.61
11,A19,1,CRUCERO 1,2008/12/19,2008,DICIEMBRE,NO,0.2
11,A20,1,CRUCERO 1,2008/12/19,2008,DICIEMBRE,N,1.07
11,A21,1,CRUCERO 1,2008/12/19,2008,DICIEMBRE,N,5.63
11,A22,1,CRUCERO 1,2008/12/19,2008,DICIEMBRE,N,3.9
11,A23,1,CRUCERO 1,2008/12/19,2008,DICIEMBRE,N,1.37
11,A24,1,CRUCERO 1,2008/12/22,2008,DICIEMBRE,N,3.4
11,A25,1,CRUCERO 1,2008/12/29,2008,DICIEMBRE,N,1.63
11,A26,1,CRUCERO 1,2008/12/28,2008,DICIEMBRE,O,2.35
11,A27,1,CRUCERO 1,2008/12/29,2008,DICIEMBRE,N,1.29
11,A28,1,CRUCERO 1,2008/12/29,2008,DICIEMBRE,N,1.2
11,A29,1,CRUCERO 1,2008/12/29,2008,DICIEMBRE,N,2.2
11,A30,1,CRUCERO 1,2008/12/19,2008,DICIEMBRE,N,2.31
11,A31,1,CRUCERO 1,2008/12/22,2008,DICIEMBRE,N,3.5
11,A32,1,CRUCERO 1,2008/12/22,2008,DICIEMBRE,N,0.98
11,A33,1,CRUCERO 1,2008/12/08,2008,DICIEMBRE,CALMA,
11,A34,1,CRUCERO 1,2008/12/08,2008,DICIEMBRE,NE,4.2
11,A35,1,CRUCERO 1,2008/12/14,2008,DICIEMBRE,O,2.5
11,A36,1,CRUCERO 1,2008/12/15,2008,DICIEMBRE,SO,0.5
11,A37,1,CRUCERO 1,2008/12/14,2008,DICIEMBRE,O,6.5
11,A38N1,1,CRUCERO 1,,2008,DICIEMBRE,O,4.33
11,A39,1,CRUCERO 1,2008/12/14,2008,DICIEMBRE,O,3.43
11,A40,1,CRUCERO 1,2008/12/14,2008,DICIEMBRE,O,1.69
11,A41,1,CRUCERO 1,2008/12/14,2008,DICIEMBRE,O,2.31
11,A42,1,CRUCERO 1,2008/12/22,2008,DICIEMBRE,N,1.29
11,A43,1,CRUCERO 1,2008/12/28,2008,DICIEMBRE,O,0.9
11,A44,1,CRUCERO 1,2008/12/28,2008,DICIEMBRE,SO,0.94
11,A45,1,CRUCERO 1,2008/12/22,2008,DICIEMBRE,N,1.15
11,A46,1,CRUCERO 1,2008/12/22,2008,DICIEMBRE,N,1.19
11,A47,1,CRUCERO 1,2008/12/28,2008,DICIEMBRE,SO,3.43
11,A48,1,CRUCERO 1,2008/12/28,2008,DICIEMBRE,O,2.39
11,A49,1,CRUCERO 1,2008/12/28,2008,DICIEMBRE,O,6.3
11,A50,1,CRUCERO 1,2008/12/29,2008,DICIEMBRE,N,2.35
11,A51,1,CRUCERO 1,2008/12/28,2008,DICIEMBRE,O,1.46
11,A52,1,CRUCERO 1,2008/12/29,2008,DICIEMBRE,N,2.31
11,A53,1,CRUCERO 1,2008/12/29,2008,DICIEMBRE,N,3.98
11,A54,1,CRUCERO 1,2008/12/29,2008,DICIEMBRE,N,1.2
11,A55,1,CRUCERO 1,2008/12/01,2008,DICIEMBRE,CALMA,
11,A56,1,CRUCERO 1,2008/12/01,2008,DICIEMBRE,SE,1.02
11,A57,1,CRUCERO 1,2008/12/01,2008,DICIEMBRE,CALMA,
11,A58,1,CRUCERO 1,2008/12/01,2008,DICIEMBRE,SE,0.5
11,A59,1,CRUCERO 1,2008/12/01,2008,DICIEMBRE,SE,0.8
11,A60,1,CRUCERO 1,2008/12/02,2008,DICIEMBRE,CALMA,
12,M04,1,CRUCERO 1,2008/12/04,2008,DICIEMBRE,S,8.95
12,M05,1,CRUCERO 1,2008/12/04,2008,DICIEMBRE,S,9.13
12,M06,1,CRUCERO 1,2008/12/04,2008,DICIEMBRE,S,8.86
12,M01N,1,CRUCERO 1,2008/12/04,2008,DICIEMBRE,S,9.53
12,M02N,1,CRUCERO 1,2008/12/04,2008,DICIEMBRE,S,8.97
12,M03N,1,CRUCERO 1,2008/12/04,2008,DICIEMBRE,S,8.63
12,M07,1,CRUCERO 1,2008/12/03,2008,DICIEMBRE,S,0.13
12,M24N,1,CRUCERO 1,2008/12/03,2008,DICIEMBRE,S,0.48
12,M08,1,CRUCERO 1,2008/12/03,2008,DICIEMBRE,S,1.04
12,M25N,1,CRUCERO 1,2008/12/03,2008,DICIEMBRE,S,0.11
12,M09,1,CRUCERO 1,2008/12/03,2008,DICIEMBRE,S,1.09
12,M10,1,CRUCERO 1,2008/12/03,2008,DICIEMBRE,S,1.13
12,M11,1,CRUCERO 1,2008/12/03,2008,DICIEMBRE,S,1.89
12,M12,1,CRUCERO 1,2008/12/03,2008,DICIEMBRE,SO,1.98
12,M13,1,CRUCERO 1,2008/12/05,2008,DICIEMBRE,N,6.97
12,M14,1,CRUCERO 1,2008/12/05,2008,DICIEMBRE,N,6.61
12,M15,1,CRUCERO 1,2008/12/02,2008,DICIEMBRE,SE,0.82
12,M16,1,CRUCERO 1,2008/12/02,2008,DICIEMBRE,SO,0.76
12,M17,1,CRUCERO 1,2008/12/05,2008,DICIEMBRE,O,6.44
12,M18,1,CRUCERO 1,2008/12/05,2008,DICIEMBRE,O,6.45
12,M19,1,CRUCERO 1,2008/12/05,2008,DICIEMBRE,O,7.71
12,M20,1,CRUCERO 1,2008/12/05,2008,DICIEMBRE,O,7.09
12,M21,1,CRUCERO 1,2008/12/05,2008,DICIEMBRE,O,7.37
12,M22,1,CRUCERO 1,2008/12/06,2008,DICIEMBRE,O,7.26
12,M23,1,CRUCERO 1,2008/12/06,2008,DICIEMBRE,O,8.49
12,M24,1,CRUCERO 1,2008/12/22,2008,DICIEMBRE,O,4.25
12,M25,1,CRUCERO 1,2008/12/23,2008,DICIEMBRE,NO,4.73
12,M26,1,CRUCERO 1,2008/12/22,2008,DICIEMBRE,O,9.6
12,M27,1,CRUCERO 1,2008/12/22,2008,DICIEMBRE,O,6.64
12,M28,1,CRUCERO 1,2008/12/22,2008,DICIEMBRE,O,5.24
12,M29,1,CRUCERO 1,2008/12/22,2008,DICIEMBRE,O,5.25
12,M30,1,CRUCERO 1,2008/12/22,2008,DICIEMBRE,O,3.19
12,M31,1,CRUCERO 1,2008/12/22,2008,DICIEMBRE,O,3.82
12,M32,1,CRUCERO 1,2008/12/21,2008,DICIEMBRE,NO,4.24
12,M33,1,CRUCERO 1,2008/12/21,2008,DICIEMBRE,NO,1.07
12,M34,1,CRUCERO 1,2008/12/21,2008,DICIEMBRE,NO,3.22
12,M35,1,CRUCERO 1,2008/12/21,2008,DICIEMBRE,SO,11.8
12,M36,1,CRUCERO 1,2009/01/06,2009,ENERO,SO,5.4
12,M37,1,CRUCERO 1,2009/01/06,2009,ENERO,SO,5.89
12,M38,1,CRUCERO 1,2009/01/12,2009,ENERO,NO,2.38
12,M39,1,CRUCERO 1,2009/01/12,2009,ENERO,NO,3.17
12,M40,1,CRUCERO 1,2008/12/16,2008,DICIEMBRE,SO,2.9
12,M41,1,CRUCERO 1,2008/12/16,2008,DICIEMBRE,SE,3.19
12,M42,1,CRUCERO 1,2008/12/17,2008,DICIEMBRE,S,2.35
12,M43,1,CRUCERO 1,2008/12/17,2008,DICIEMBRE,SE,4.54
12,M44,1,CRUCERO 1,2008/12/17,2008,DICIEMBRE,N,3.46
12,M45,1,CRUCERO 1,2008/12/17,2008,DICIEMBRE,SE,5.75
12,M46,1,CRUCERO 1,2008/12/17,2008,DICIEMBRE,SE,5.13
10,L01,1,CRUCERO 10,2010/01/08,2010,ENERO,N,9.24
10,L02,1,CRUCERO 10,2010/01/06,2010,ENERO,SO,2.36
10,L02N1,1,CRUCERO 10,2010/01/06,2010,ENERO,SO,5.12
10,L02N2,1,CRUCERO 10,2010/01/06,2010,ENERO,SO,3.86
10,L02N3,1,CRUCERO 10,2010/01/06,2010,ENERO,SO,4.42
10,L02N4,1,CRUCERO 10,2010/01/06,2010,ENERO,SO,2.62
10,L03,1,CRUCERO 10,2010/01/04,2010,ENERO,N,6.16
10,L03N1,1,CRUCERO 10,2010/01/06,2010,ENERO,SO,3.74
10,L04,1,CRUCERO 10,2010/01/05,2010,ENERO,NO,3.4
10,L05,1,CRUCERO 10,2010/01/04,2010,ENERO,N,7.36
10,L06,1,CRUCERO 10,2010/01/05,2010,ENERO,NO,4.1
10,L06N1,1,CRUCERO 10,2010/01/04,2010,ENERO,N,5.92
10,L07,1,CRUCERO 10,2009/12/21,2009,DICIEMBRE,N,5.12
10,L08,1,CRUCERO 10,2009/12/22,2009,DICIEMBRE,N,5.56
10,L09,1,CRUCERO 10,2009/12/22,2009,DICIEMBRE,N,8.64
10,L10,1,CRUCERO 10,2009/12/29,2009,DICIEMBRE,N,6.04
10,L10N1,1,CRUCERO 10,2009/12/28,2009,DICIEMBRE,NO,6.42
10,L10N2,1,CRUCERO 10,2009/12/28,2009,DICIEMBRE,N,6.76
10,L10N3,1,CRUCERO 10,2009/12/29,2009,DICIEMBRE,N,2.54
10,L11,1,CRUCERO 10,2009/12/21,2009,DICIEMBRE,NO,4.9
10,L12,1,CRUCERO 10,2009/12/28,2009,DICIEMBRE,NO,4.66
10,L13,1,CRUCERO 10,2009/12/28,2009,DICIEMBRE,O,2.14
10,L14,1,CRUCERO 10,2009/12/28,2009,DICIEMBRE,NO,2.02
10,L16,1,CRUCERO 10,2009/12/08,2009,DICIEMBRE,SO,2.02
