C_REGION,ESTACION,PROGRAMA,CRUCERO,F_MUESTREO,AÑO,MES,DIRECCION,V_MS
11,A08N3,2,CRUCERO 29,2014/02/17,2014,FEBRERO,NO,1.3
11,A06,2,CRUCERO 29,2014/02/17,2014,FEBRERO,N,0.4
11,A07,2,CRUCERO 29,2014/02/17,2014,FEBRERO,N,1.2
11,A08,2,CRUCERO 29,2014/02/17,2014,FEBRERO,N,0.6
10,L19N3,3,CRUCERO 29,2014/02/17,2014,FEBRERO,NO,1.28
10,L19N4,3,CRUCERO 29,2014/02/17,2014,FEBRERO,NO,1.5
11,A04N1,3,CRUCERO 29,2014/02/16,2014,FEBRERO,N,1.34
11,A11N1,3,CRUCERO 29,2014/02/16,2014,FEBRERO,N,1.08
10,L18,3,CRUCERO 29,2014/02/14,2014,FEBRERO,N,0.16
10,L18N2,3,CRUCERO 29,2014/02/14,2014,FEBRERO,N,0.3
10,L19,3,CRUCERO 29,2014/02/14,2014,FEBRERO,N,0.36
10,L19N2,3,CRUCERO 29,2014/02/14,2014,FEBRERO,N,0.14
10,L20,3,CRUCERO 29,2014/02/14,2014,FEBRERO,N,0.3
10,L22,3,CRUCERO 29,2014/02/15,2014,FEBRERO,N,0.76
10,L23,3,CRUCERO 29,2014/02/14,2014,FEBRERO,N,0.22
10,L24,3,CRUCERO 29,2014/02/15,2014,FEBRERO,N,1.12
11,A02,3,CRUCERO 29,2014/02/16,2014,FEBRERO,N,0.42
11,A04,3,CRUCERO 29,2014/02/16,2014,FEBRERO,N,0.38
11,A05,3,CRUCERO 29,2014/02/16,2014,FEBRERO,N,0.8
11,A34,3,CRUCERO 29,2014/02/16,2014,FEBRERO,N,1
10,L20N1,3,CRUCERO 29,2014/02/14,2014,FEBRERO,N,0.48
10,L04N2,1,CRUCERO 3,2013/06/12,2013,JUNIO,NO,2
10,L04N3,1,CRUCERO 3,2013/06/08,2013,JUNIO,N,3.58
10,L04N4,1,CRUCERO 3,2013/06/08,2013,JUNIO,N,2.22
10,L22N3,1,CRUCERO 3,2013/06/19,2013,JUNIO,NO,3.76
11,A18N1,1,CRUCERO 3,2013/06/29,2013,JUNIO,SE,0.8
11,A18N2,1,CRUCERO 3,2013/06/29,2013,JUNIO,O,0.9
11,A18N3,1,CRUCERO 3,2013/06/29,2013,JUNIO,CALMA,
11,A19N1,1,CRUCERO 3,2013/07/09,2013,JULIO,CALMA,
11,A19N2,1,CRUCERO 3,2013/07/08,2013,JULIO,CALMA,
11,A48N1,1,CRUCERO 3,2013/07/13,2013,JULIO,S,2
11,A62,1,CRUCERO 3,2013/06/23,2013,JUNIO,SE,0.4
12,M29N1,1,CRUCERO 3,2013/05/27,2013,MAYO,SE,1.9
12,M39C1,1,CRUCERO 3,2013/05/30,2013,MAYO,SO,1.86
12,M39C3,1,CRUCERO 3,2013/05/25,2013,MAYO,SE,1.68
10,L06N2,1,CRUCERO 3,2013/06/11,2013,JUNIO,SE,4.98
10,L09N1,1,CRUCERO 3,2013/06/04,2013,JUNIO,S,7.36
10,L13N1,1,CRUCERO 3,2013/06/05,2013,JUNIO,S,1.7
10,L17N2,1,CRUCERO 3,2013/06/23,2013,JUNIO,NO,3.32
10,L25N1,1,CRUCERO 3,2013/06/19,2013,JUNIO,NO,4.58
11,A03N1,1,CRUCERO 3,2013/07/04,2013,JULIO,SO,2.4
11,A05N2,1,CRUCERO 3,2013/07/02,2013,JULIO,S,3.8
11,A18N4,1,CRUCERO 3,2013/06/30,2013,JUNIO,S,6.2
11,A30N1,1,CRUCERO 3,2013/07/11,2013,JULIO,S,2.5
11,A35N1,1,CRUCERO 3,2013/06/28,2013,JUNIO,SE,0.9
11,A41N1,1,CRUCERO 3,2013/06/23,2013,JUNIO,S,2.5
11,A49N1,1,CRUCERO 3,2013/07/13,2013,JULIO,S,2
11,A50N1,1,CRUCERO 3,2013/07/16,2013,JULIO,CALMA,
12,M16N1,1,CRUCERO 3,2013/06/13,2013,JUNIO,S,1.74
12,M34N1,1,CRUCERO 3,2013/05/26,2013,MAYO,SE,1.82
12,M39N1,1,CRUCERO 3,2013/05/30,2013,MAYO,SO,1.58
12,M39N2,1,CRUCERO 3,2013/05/25,2013,MAYO,SE,1.84
12,M39N3,1,CRUCERO 3,2013/05/25,2013,MAYO,SE,1.68
12,M40N1,1,CRUCERO 3,2013/05/26,2013,MAYO,NO,0.33
12,M44N1,1,CRUCERO 3,2013/05/26,2013,MAYO,SE,1.77
12,M46N1,1,CRUCERO 3,2013/05/28,2013,MAYO,SE,0.21
11,A35N2,1,CRUCERO 3,2013/06/30,2013,JUNIO,S,3.8
11,A35N3,1,CRUCERO 3,2013/06/30,2013,JUNIO,S,4.7
11,A38N2,1,CRUCERO 3,2013/06/25,2013,JUNIO,S,5.4
11,A38N3,1,CRUCERO 3,2013/06/25,2013,JUNIO,S,3.8
11,A38N4,1,CRUCERO 3,2013/06/24,2013,JUNIO,SO,2.6
11,A02N1,1,CRUCERO 3,2013/07/05,2013,JULIO,SO,0.6
11,A16N1,1,CRUCERO 3,2013/07/08,2013,JULIO,CALMA,
11,A20N1,1,CRUCERO 3,2013/07/10,2013,JULIO,S,0.4
11,A32N1,1,CRUCERO 3,2013/07/11,2013,JULIO,S,5
11,A51N1,1,CRUCERO 3,2013/07/14,2013,JULIO,S,3
12,M06N1,1,CRUCERO 3,2013/06/12,2013,JUNIO,NO,1.64
12,M24N1,1,CRUCERO 3,2013/06/11,2013,JUNIO,S,1.7
10,L01,1,CRUCERO 3,2013/06/12,2013,JUNIO,S,1.1
10,L02,1,CRUCERO 3,2013/06/10,2013,JUNIO,S,0.92
10,L02N1,1,CRUCERO 3,2013/06/10,2013,JUNIO,NO,0.6
10,L02N2,1,CRUCERO 3,2013/06/10,2013,JUNIO,N,0.56
10,L02N3,1,CRUCERO 3,2013/06/10,2013,JUNIO,NO,0.88
10,L03,1,CRUCERO 3,2013/06/11,2013,JUNIO,S,3.4
10,L03N1,1,CRUCERO 3,2013/06/10,2013,JUNIO,S,1
10,L04,1,CRUCERO 3,2013/06/08,2013,JUNIO,N,1.82
10,L05,1,CRUCERO 3,2013/06/07,2013,JUNIO,SO,1.6
10,L06,1,CRUCERO 3,2013/06/07,2013,JUNIO,SO,1.18
10,L06N1,1,CRUCERO 3,2013/06/11,2013,JUNIO,S,3.08
10,L07,1,CRUCERO 3,2013/06/04,2013,JUNIO,S,2.16
10,L08,1,CRUCERO 3,2013/06/04,2013,JUNIO,S,5.2
10,L09,1,CRUCERO 3,2013/06/04,2013,JUNIO,S,6.96
10,L10,1,CRUCERO 3,2013/06/04,2013,JUNIO,S,4.56
10,L10N2,1,CRUCERO 3,2013/06/05,2013,JUNIO,N,3.4
10,L10N3,1,CRUCERO 3,2013/06/05,2013,JUNIO,N,1.38
10,L11,1,CRUCERO 3,2013/06/04,2013,JUNIO,S,2.2
10,L12,1,CRUCERO 3,2013/06/06,2013,JUNIO,S,3.48
10,L13,1,CRUCERO 3,2013/06/05,2013,JUNIO,S,3.9
10,L14,1,CRUCERO 3,2013/06/05,2013,JUNIO,N,1.08
10,L16,1,CRUCERO 3,2013/06/05,2013,JUNIO,SO,3.46
10,L17,1,CRUCERO 3,2013/06/23,2013,JUNIO,N,2.54
10,L19N1,1,CRUCERO 3,2013/06/05,2013,JUNIO,S,2.54
10,L25,1,CRUCERO 3,2013/06/22,2013,JUNIO,NO,1.42
11,A01,1,CRUCERO 3,2013/07/05,2013,JULIO,CALMA,
11,A03,1,CRUCERO 3,2013/07/04,2013,JULIO,S,1.9
11,A09,1,CRUCERO 3,2013/07/06,2013,JULIO,N,4.2
11,A10,1,CRUCERO 3,2013/07/06,2013,JULIO,CALMA,
11,A11,1,CRUCERO 3,2013/07/07,2013,JULIO,CALMA,
11,A12,1,CRUCERO 3,2013/07/07,2013,JULIO,N,0.9
11,A13,1,CRUCERO 3,2013/07/07,2013,JULIO,NE,4
11,A14,1,CRUCERO 3,2013/07/07,2013,JULIO,NE,3.8
11,A15,1,CRUCERO 3,2013/07/08,2013,JULIO,NE,4.1
11,A16,1,CRUCERO 3,2013/07/08,2013,JULIO,O,0.8
11,A17,1,CRUCERO 3,2013/07/08,2013,JULIO,O,0.5
11,A18,1,CRUCERO 3,2013/06/28,2013,JUNIO,S,1.1
11,A19,1,CRUCERO 3,2013/07/09,2013,JULIO,NE,1.1
11,A20,1,CRUCERO 3,2013/07/10,2013,JULIO,S,2.8
11,A21,1,CRUCERO 3,2013/07/10,2013,JULIO,SO,1.1
11,A22,1,CRUCERO 3,2013/07/10,2013,JULIO,SO,2
11,A23,1,CRUCERO 3,2013/07/10,2013,JULIO,S,1
11,A24,1,CRUCERO 3,2013/07/17,2013,JULIO,O,5
11,A25,1,CRUCERO 3,2013/07/16,2013,JULIO,S,2.5
11,A26,1,CRUCERO 3,2013/07/14,2013,JULIO,NO,1.5
11,A27,1,CRUCERO 3,2013/07/16,2013,JULIO,S,3
11,A28,1,CRUCERO 3,2013/07/16,2013,JULIO,S,3.5
11,A30,1,CRUCERO 3,2013/07/11,2013,JULIO,S,3
11,A32,1,CRUCERO 3,2013/07/11,2013,JULIO,S,6
11,A33,1,CRUCERO 3,2013/07/03,2013,JULIO,S,4.2
11,A35,1,CRUCERO 3,2013/06/26,2013,JUNIO,S,3.9
11,A36,1,CRUCERO 3,2013/06/26,2013,JUNIO,S,7.8
11,A37,1,CRUCERO 3,2013/06/26,2013,JUNIO,S,4.7
11,A39,1,CRUCERO 3,2013/06/23,2013,JUNIO,SO,1
11,A40,1,CRUCERO 3,2013/06/22,2013,JUNIO,SO,2.9
11,A41,1,CRUCERO 3,2013/06/23,2013,JUNIO,S,1.3
11,A42,1,CRUCERO 3,2013/07/11,2013,JULIO,S,4
11,A43,1,CRUCERO 3,2013/07/12,2013,JULIO,S,5.5
11,A44,1,CRUCERO 3,2013/07/13,2013,JULIO,S,1
11,A45,1,CRUCERO 3,2013/07/11,2013,JULIO,S,1.5
11,A47,1,CRUCERO 3,2013/07/13,2013,JULIO,S,1
11,A48,1,CRUCERO 3,2013/07/13,2013,JULIO,S,5.5
11,A49,1,CRUCERO 3,2013/07/14,2013,JULIO,SE,2
11,A50,1,CRUCERO 3,2013/07/16,2013,JULIO,S,0.5
11,A51,1,CRUCERO 3,2013/07/14,2013,JULIO,S,2.5
11,A52,1,CRUCERO 3,2013/07/16,2013,JULIO,S,0.5
11,A53,1,CRUCERO 3,2013/07/15,2013,JULIO,S,3
11,A54,1,CRUCERO 3,2013/07/15,2013,JULIO,SO,3.5
11,A55,1,CRUCERO 3,2013/06/23,2013,JUNIO,SE,2.9
11,A57,1,CRUCERO 3,2013/06/23,2013,JUNIO,SE,3.1
11,A59,1,CRUCERO 3,2013/06/23,2013,JUNIO,SE,4.1
11,A60,1,CRUCERO 3,2013/06/23,2013,JUNIO,SE,2.9
12,M01N,1,CRUCERO 3,2013/06/11,2013,JUNIO,S,1.52
12,M02N,1,CRUCERO 3,2013/06/11,2013,JUNIO,S,1.64
12,M03N,1,CRUCERO 3,2013/06/11,2013,JUNIO,S,1.76
12,M04,1,CRUCERO 3,2013/06/12,2013,JUNIO,S,1.68
12,M05,1,CRUCERO 3,2013/06/12,2013,JUNIO,NO,1.66
12,M06,1,CRUCERO 3,2013/06/11,2013,JUNIO,S,1.68
12,M07,1,CRUCERO 3,2013/06/11,2013,JUNIO,S,1.74
12,M08,1,CRUCERO 3,2013/06/10,2013,JUNIO,NO,1.64
12,M09,1,CRUCERO 3,2013/06/10,2013,JUNIO,NO,1.96
12,M10,1,CRUCERO 3,2013/06/10,2013,JUNIO,NO,2.04
12,M11,1,CRUCERO 3,2013/06/10,2013,JUNIO,NO,2.08
12,M12,1,CRUCERO 3,2013/06/09,2013,JUNIO,S,3.82
12,M13,1,CRUCERO 3,2013/06/08,2013,JUNIO,S,3.74
12,M14,1,CRUCERO 3,2013/06/08,2013,JUNIO,S,1.66
12,M15,1,CRUCERO 3,2013/06/07,2013,JUNIO,S,3.04
12,M16,1,CRUCERO 3,2013/06/07,2013,JUNIO,NO,2.98
12,M17,1,CRUCERO 3,2013/06/05,2013,JUNIO,S,1.88
12,M18,1,CRUCERO 3,2013/06/05,2013,JUNIO,S,1.68
12,M20,1,CRUCERO 3,2013/06/05,2013,JUNIO,SO,1.38
12,M21,1,CRUCERO 3,2013/06/04,2013,JUNIO,SO,1.3
12,M22,1,CRUCERO 3,2013/06/04,2013,JUNIO,SO,1.62
12,M23,1,CRUCERO 3,2013/06/04,2013,JUNIO,SO,1.32
12,M24,1,CRUCERO 3,2013/05/27,2013,MAYO,SE,1.7
12,M24N,1,CRUCERO 3,2013/06/11,2013,JUNIO,S,1.82
12,M25,1,CRUCERO 3,2013/05/27,2013,MAYO,SE,2.24
12,M25N,1,CRUCERO 3,2013/06/10,2013,JUNIO,NO,1.58
12,M26,1,CRUCERO 3,2013/05/27,2013,MAYO,SE,1.98
12,M27,1,CRUCERO 3,2013/05/27,2013,MAYO,SE,1.22
12,M29,1,CRUCERO 3,2013/05/27,2013,MAYO,SE,1.52
12,M30,1,CRUCERO 3,2013/05/26,2013,MAYO,SE,1.46
12,M31,1,CRUCERO 3,2013/05/26,2013,MAYO,SE,1.7
12,M32,1,CRUCERO 3,2013/05/28,2013,MAYO,SE,2.8
12,M33,1,CRUCERO 3,2013/05/26,2013,MAYO,SE,1.16
12,M34,1,CRUCERO 3,2013/05/26,2013,MAYO,SE,1.88
12,M35,1,CRUCERO 3,2013/05/29,2013,MAYO,O,2.76
12,M36,1,CRUCERO 3,2013/05/29,2013,MAYO,S,2.76
12,M37,1,CRUCERO 3,2013/05/29,2013,MAYO,S,2.2
12,M38,1,CRUCERO 3,2013/05/30,2013,MAYO,SO,1.36
12,M39,1,CRUCERO 3,2013/05/30,2013,MAYO,SO,1.34
12,M40,1,CRUCERO 3,2013/05/26,2013,MAYO,NO,2.3
12,M41,1,CRUCERO 3,2013/05/26,2013,MAYO,SE,0.14
12,M42,1,CRUCERO 3,2013/05/26,2013,MAYO,NO,0.19
12,M43,1,CRUCERO 3,2013/05/27,2013,MAYO,NO,0.15
12,M44,1,CRUCERO 3,2012/05/25,2013,MAYO,SE,0.1
12,M45,1,CRUCERO 3,2013/05/25,2013,MAYO,SE,0.24
12,M46,1,CRUCERO 3,2013/05/27,2013,MAYO,SE,0.34
10,L02N4,1,CRUCERO 3,2013/06/10,2013,JUNIO,N,0.78
10,L16N1,1,CRUCERO 3,2013/06/05,2013,JUNIO,SO,3.48
10,L17N1,1,CRUCERO 3,2013/06/23,2013,JUNIO,N,1.1
10,L22N1,1,CRUCERO 3,2013/06/18,2013,JUNIO,SO,4.76
10,L22N2,1,CRUCERO 3,2013/06/18,2013,JUNIO,SO,5.06
10,L23N1,1,CRUCERO 3,2013/06/07,2013,JUNIO,NO,6.24
10,L23N2,1,CRUCERO 3,2013/06/06,2013,JUNIO,S,4.66
10,L24N1,1,CRUCERO 3,2013/06/19,2013,JUNIO,NO,5.3
11,A05N1,1,CRUCERO 3,2013/07/03,2013,JULIO,SO,4.5
11,A38N1,1,CRUCERO 3,2013/06/26,2013,JUNIO,S,0.9
11,A08N1,2,CRUCERO 3,2013/04/17,2013,ABRIL,SE,0.94
11,A08N2,2,CRUCERO 3,2013/04/17,2013,ABRIL,SE,2.44
11,A08N3,2,CRUCERO 3,2013/04/17,2013,ABRIL,SE,2.38
11,A06,2,CRUCERO 3,2013/04/17,2013,ABRIL,SE,0.74
11,A07,2,CRUCERO 3,2013/04/17,2013,ABRIL,SE,1.18
11,A08,2,CRUCERO 3,2013/04/17,2013,ABRIL,SE,0.62
10,L19N3,3,CRUCERO 3,2013/04/18,2013,ABRIL,S,7.28
10,L19N4,3,CRUCERO 3,2013/04/18,2013,ABRIL,S,7.68
11,A04N1,3,CRUCERO 3,2013/04/17,2013,ABRIL,SE,5.48
11,A11N1,3,CRUCERO 3,2013/04/16,2013,ABRIL,SE,5.46
10,L18,3,CRUCERO 3,2013/04/18,2013,ABRIL,S,1.22
10,L18N2,3,CRUCERO 3,2013/04/15,2013,ABRIL,N,0.82
10,L19,3,CRUCERO 3,2013/04/15,2013,ABRIL,N,0.58
10,L19N2,3,CRUCERO 3,2013/04/15,2013,ABRIL,N,1.42
10,L20,3,CRUCERO 3,2013/04/15,2013,ABRIL,N,1.4
10,L22,3,CRUCERO 3,2013/04/15,2013,ABRIL,NO,2.12
10,L23,3,CRUCERO 3,2013/04/15,2013,ABRIL,N,1.76
10,L24,3,CRUCERO 3,2013/04/15,2013,ABRIL,NO,1.52
11,A02,3,CRUCERO 3,2013/04/16,2013,ABRIL,SE,5.9
11,A04,3,CRUCERO 3,2013/04/16,2013,ABRIL,SE,5.26
11,A05,3,CRUCERO 3,2013/04/16,2013,ABRIL,SE,3.58
11,A34,3,CRUCERO 3,2013/04/16,2013,ABRIL,SE,4.52
10,L20N1,3,CRUCERO 3,2013/04/15,2013,ABRIL,N,1.08
11,A08N1,2,CRUCERO 30,2014/02/23,2014,FEBRERO,S,1.1
11,A08N2,2,CRUCERO 30,2014/02/23,2014,FEBRERO,NO,2.06
11,A08N3,2,CRUCERO 30,2014/02/23,2014,FEBRERO,SO,1.96
11,A06,2,CRUCERO 30,2014/02/23,2014,FEBRERO,S,1.1
11,A07,2,CRUCERO 30,2014/02/23,2014,FEBRERO,S,0.52
11,A08,2,CRUCERO 30,2014/02/23,2014,FEBRERO,S,0.4
10,L19N3,3,CRUCERO 30,2014/02/23,2014,FEBRERO,SO,2.4
10,L19N4,3,CRUCERO 30,2014/02/23,2014,FEBRERO,SO,2.56
11,A04N1,3,CRUCERO 30,2014/02/22,2014,FEBRERO,NO,1.1
11,A11N1,3,CRUCERO 30,2014/02/22,2014,FEBRERO,NO,1.38
10,L18,3,CRUCERO 30,2014/02/21,2014,FEBRERO,NO,1.66
10,L18N2,3,CRUCERO 30,2014/02/21,2014,FEBRERO,NO,2.28
10,L19,3,CRUCERO 30,2014/02/21,2014,FEBRERO,NO,1.58
10,L19N2,3,CRUCERO 30,2014/02/21,2014,FEBRERO,NO,1.04
10,L20,3,CRUCERO 30,2014/02/21,2014,FEBRERO,NO,2.28
10,L22,3,CRUCERO 30,2014/02/21,2014,FEBRERO,NO,2.16
10,L23,3,CRUCERO 30,2014/02/21,2014,FEBRERO,NO,2.38
10,L24,3,CRUCERO 30,2014/02/21,2014,FEBRERO,NO,1.34
11,A02,3,CRUCERO 30,2014/02/22,2014,FEBRERO,NO,2.1
11,A04,3,CRUCERO 30,2014/02/22,2014,FEBRERO,NO,2.36
11,A05,3,CRUCERO 30,2014/02/22,2014,FEBRERO,NO,1.02
11,A34,3,CRUCERO 30,2014/02/22,2014,FEBRERO,NO,0.54
10,L20N1,3,CRUCERO 30,2014/02/21,2014,FEBRERO,NO,1.86
10,L04N2,1,CRUCERO 4,2013/07/18,2013,JULIO,N,2.56
10,L04N3,1,CRUCERO 4,2013/07/18,2013,JULIO,N,2.78
10,L04N4,1,CRUCERO 4,2013/07/23,2013,JULIO,N,1.04
10,L22N3,1,CRUCERO 4,2013/07/18,2013,JULIO,N,5.62
11,A18N1,1,CRUCERO 4,2013/07/24,2013,JULIO,SE,4.7
11,A18N2,1,CRUCERO 4,2013/07/24,2013,JULIO,SE,2.5
11,A18N3,1,CRUCERO 4,2013/07/24,2013,JULIO,SE,1.5
11,A19N1,1,CRUCERO 4,2013/07/30,2013,JULIO,N,1
11,A19N2,1,CRUCERO 4,2013/07/30,2013,JULIO,N,0.8
11,A48N1,1,CRUCERO 4,2013/08/04,2013,AGOSTO,NE,1.8
11,A62,1,CRUCERO 4,2013/07/29,2013,JULIO,N,1
12,M29N1,1,CRUCERO 4,2013/06/29,2013,JUNIO,N,1.9
12,M39C1,1,CRUCERO 4,2013/07/02,2013,JULIO,SO,1.81
12,M39C3,1,CRUCERO 4,2013/06/27,2013,JUNIO,SE,2.2
10,L06N2,1,CRUCERO 4,2013/07/17,2013,JULIO,N,5.02
10,L09N1,1,CRUCERO 4,2013/07/05,2013,JULIO,SE,0.4
10,L13N1,1,CRUCERO 4,2013/07/06,2013,JULIO,N,4.04
10,L17N2,1,CRUCERO 4,2013/07/22,2013,JULIO,SE,1.26
10,L25N1,1,CRUCERO 4,2013/07/19,2013,JULIO,NO,6.94
11,A03N1,1,CRUCERO 4,2013/07/26,2013,JULIO,NE,1.5
11,A05N2,1,CRUCERO 4,2013/07/25,2013,JULIO,NE,1.5
11,A18N4,1,CRUCERO 4,2013/07/24,2013,JULIO,S,8.4
11,A30N1,1,CRUCERO 4,2013/08/01,2013,AGOSTO,NE,1.3
11,A35N1,1,CRUCERO 4,2013/07/23,2013,JULIO,SE,4.2
11,A41N1,1,CRUCERO 4,2013/07/21,2013,JULIO,NE,1
11,A49N1,1,CRUCERO 4,2013/08/04,2013,AGOSTO,NE,2.5
11,A50N1,1,CRUCERO 4,2013/08/07,2013,AGOSTO,NE,1.6
12,M16N1,1,CRUCERO 4,2013/07/12,2013,JULIO,SO,2.78
12,M34N1,1,CRUCERO 4,2013/06/28,2013,JUNIO,N,2
12,M39N1,1,CRUCERO 4,2013/07/02,2013,JULIO,S,1.5
12,M39N2,1,CRUCERO 4,2013/06/27,2013,JUNIO,SE,2.1
12,M39N3,1,CRUCERO 4,2013/06/27,2013,JUNIO,SE,2.2
12,M40N1,1,CRUCERO 4,2013/06/26,2013,JUNIO,S,3.64
12,M44N1,1,CRUCERO 4,2013/06/25,2013,JUNIO,SO,2.29
12,M46N1,1,CRUCERO 4,2013/06/27,2013,JUNIO,SE,2.84
11,A35N2,1,CRUCERO 4,2013/07/25,2013,JULIO,NE,1
11,A35N3,1,CRUCERO 4,2013/07/25,2013,JULIO,NE,1
11,A38N2,1,CRUCERO 4,2013/07/22,2013,JULIO,NO,1.7
11,A38N3,1,CRUCERO 4,2013/07/22,2013,JULIO,NO,2.3
11,A38N4,1,CRUCERO 4,2013/07/22,2013,JULIO,NO,1
11,A02N1,1,CRUCERO 4,2013/07/26,2013,JULIO,NE,1
11,A16N1,1,CRUCERO 4,2013/07/29,2013,JULIO,NE,1
11,A20N1,1,CRUCERO 4,2013/08/01,2013,AGOSTO,S,1.5
11,A32N1,1,CRUCERO 4,2013/08/03,2013,AGOSTO,SE,1.5
11,A51N1,1,CRUCERO 4,2013/08/05,2013,AGOSTO,NE,0.5
12,M06N1,1,CRUCERO 4,2013/07/11,2013,JULIO,S,2.84
12,M24N1,1,CRUCERO 4,2013/07/10,2013,JULIO,S,1.81
10,L01,1,CRUCERO 4,2013/07/23,2013,JULIO,N,1.44
10,L02,1,CRUCERO 4,2013/07/16,2013,JULIO,NO,2.12
10,L02N1,1,CRUCERO 4,2013/07/16,2013,JULIO,NO,1.18
10,L02N2,1,CRUCERO 4,2013/07/15,2013,JULIO,S,3.1
10,L02N3,1,CRUCERO 4,2013/07/16,2013,JULIO,NO,0.92
10,L03,1,CRUCERO 4,2013/07/17,2013,JULIO,N,2.36
10,L03N1,1,CRUCERO 4,2013/07/16,2013,JULIO,NO,1.36
10,L04,1,CRUCERO 4,2013/07/23,2013,JULIO,N,1.48
10,L05,1,CRUCERO 4,2013/07/19,2013,JULIO,S,1.86
10,L06,1,CRUCERO 4,2013/07/19,2013,JULIO,SO,0.74
10,L06N1,1,CRUCERO 4,2013/07/17,2013,JULIO,N,1.96
10,L07,1,CRUCERO 4,2013/07/05,2013,JULIO,O,1.5
10,L08,1,CRUCERO 4,2013/07/05,2013,JULIO,SE,3.66
10,L09,1,CRUCERO 4,2013/07/05,2013,JULIO,SE,
10,L10,1,CRUCERO 4,2013/07/05,2013,JULIO,O,1.68
10,L10N2,1,CRUCERO 4,2013/07/06,2013,JULIO,N,3.46
10,L10N3,1,CRUCERO 4,2013/07/06,2013,JULIO,N,
10,L11,1,CRUCERO 4,2013/07/05,2013,JULIO,S,3.66
10,L12,1,CRUCERO 4,2013/07/06,2013,JULIO,N,3.5
10,L13,1,CRUCERO 4,2013/07/06,2013,JULIO,N,4.12
10,L14,1,CRUCERO 4,2013/07/06,2013,JULIO,N,2.2
10,L16,1,CRUCERO 4,2013/07/22,2013,JULIO,SE,0.62
10,L17,1,CRUCERO 4,2013/07/22,2013,JULIO,SE,1.34
10,L19N1,1,CRUCERO 4,2013/07/16,2013,JULIO,SE,4.18
10,L25,1,CRUCERO 4,2013/07/21,2013,JULIO,NE,1.42
11,A01,1,CRUCERO 4,2013/07/27,2013,JULIO,S,1
11,A03,1,CRUCERO 4,2013/07/26,2013,JULIO,NE,1
11,A09,1,CRUCERO 4,2013/07/28,2013,JULIO,N,4.5
11,A10,1,CRUCERO 4,2013/07/27,2013,JULIO,NO,1
11,A11,1,CRUCERO 4,2013/07/28,2013,JULIO,N,1
11,A12,1,CRUCERO 4,2013/07/28,2013,JULIO,NE,1.5
11,A13,1,CRUCERO 4,2013/07/28,2013,JULIO,NE,1
11,A14,1,CRUCERO 4,2013/07/29,2013,JULIO,NE,1
11,A15,1,CRUCERO 4,2013/07/29,2013,JULIO,N,4.5
11,A16,1,CRUCERO 4,2013/07/29,2013,JULIO,NE,1.7
11,A17,1,CRUCERO 4,2013/07/29,2013,JULIO,CALMA,
11,A18,1,CRUCERO 4,2013/07/23,2013,JULIO,SE,1.3
11,A19,1,CRUCERO 4,2013/07/30,2013,JULIO,NE,0.5
11,A20,1,CRUCERO 4,2013/07/31,2013,JULIO,NE,1
11,A21,1,CRUCERO 4,2013/08/01,2013,AGOSTO,NO,0.5
11,A22,1,CRUCERO 4,2013/08/01,2013,AGOSTO,S,1.5
11,A23,1,CRUCERO 4,2013/08/01,2013,AGOSTO,NO,1.8
11,A24,1,CRUCERO 4,2013/08/07,2013,AGOSTO,N,1.6
11,A25,1,CRUCERO 4,2013/08/07,2013,AGOSTO,N,3.3
11,A26,1,CRUCERO 4,2013/08/05,2013,AGOSTO,NE,1.6
11,A27,1,CRUCERO 4,2013/08/06,2013,AGOSTO,SE,5.1
11,A28,1,CRUCERO 4,2013/08/06,2013,AGOSTO,O,3.3
11,A30,1,CRUCERO 4,2013/08/01,2013,AGOSTO,NE,1
11,A32,1,CRUCERO 4,2013/08/03,2013,AGOSTO,SE,4.5
11,A33,1,CRUCERO 4,2013/07/26,2013,JULIO,N,1.6
11,A35,1,CRUCERO 4,2013/07/23,2013,JULIO,SE,1.1
11,A36,1,CRUCERO 4,2013/07/23,2013,JULIO,SE,4.8
11,A37,1,CRUCERO 4,2013/07/23,2013,JULIO,SE,1
11,A39,1,CRUCERO 4,2013/07/21,2013,JULIO,NE,1.5
11,A40,1,CRUCERO 4,2013/07/21,2013,JULIO,NE,1.7
11,A41,1,CRUCERO 4,2013/07/21,2013,JULIO,N,1
11,A42,1,CRUCERO 4,2013/08/03,2013,AGOSTO,SE,2.6
11,A43,1,CRUCERO 4,2013/08/03,2013,AGOSTO,SE,3.1
11,A44,1,CRUCERO 4,2013/08/03,2013,AGOSTO,SO,0.5
11,A45,1,CRUCERO 4,2013/08/03,2013,AGOSTO,SE,0.8
11,A47,1,CRUCERO 4,2013/08/03,2013,AGOSTO,SO,1.6
11,A48,1,CRUCERO 4,2013/08/04,2013,AGOSTO,NE,6
11,A49,1,CRUCERO 4,2013/08/05,2013,AGOSTO,NE,1.1
11,A50,1,CRUCERO 4,2013/08/07,2013,AGOSTO,NE,1.8
11,A51,1,CRUCERO 4,2013/08/05,2013,AGOSTO,NE,2.5
11,A52,1,CRUCERO 4,2013/08/07,2013,AGOSTO,NE,1.4
11,A53,1,CRUCERO 4,2013/08/06,2013,AGOSTO,SE,3.7
11,A54,1,CRUCERO 4,2013/08/06,2013,AGOSTO,SE,1.5
11,A55,1,CRUCERO 4,2013/07/29,2013,JULIO,N,3.5
