C_REGION,ESTACIONID,PROGRAMA,CRUCERO,FCH_CRUC,AÑO,MES,RECURSO,VDM,COD_VDM
12,M39,1,CRUCERO 10,2012/11/22,2012,NOVIEMBRE,Chorito,+,POSITIVO
12,M39C1,1,CRUCERO 10,2012/11/21,2012,NOVIEMBRE,Chorito,-,NEGATIVO
12,M39N1,1,CRUCERO 10,2012/11/22,2012,NOVIEMBRE,Chorito,#N/A,SIN MUESTRA
12,M39C3,1,CRUCERO 10,2012/11/14,2012,NOVIEMBRE,Chorito,+,POSITIVO
12,M39N2,1,CRUCERO 10,2012/11/14,2012,NOVIEMBRE,Chorito,+,POSITIVO
12,M39N3,1,CRUCERO 10,2012/11/14,2012,NOVIEMBRE,Chorito,-,NEGATIVO
12,M40,1,CRUCERO 10,2012/11/28,2012,NOVIEMBRE,Chorito,-,NEGATIVO
12,M40N1,1,CRUCERO 10,2012/11/28,2012,NOVIEMBRE,Chorito,#N/A,SIN MUESTRA
12,M41,1,CRUCERO 10,2012/11/28,2012,NOVIEMBRE,Chorito,+,POSITIVO
12,M42,1,CRUCERO 10,2012/11/29,2012,NOVIEMBRE,Chorito,+,POSITIVO
12,M43,1,CRUCERO 10,2012/11/29,2012,NOVIEMBRE,Chorito,+,POSITIVO
12,M44,1,CRUCERO 10,2012/11/29,2012,NOVIEMBRE,Chorito,-,NEGATIVO
12,M44N1,1,CRUCERO 10,2012/11/29,2012,NOVIEMBRE,Chorito,#N/A,SIN MUESTRA
12,M45,1,CRUCERO 10,2012/11/30,2012,NOVIEMBRE,Chorito,+,POSITIVO
12,M46,1,CRUCERO 10,2012/11/30,2012,NOVIEMBRE,Chorito,+,POSITIVO
12,M46N1,1,CRUCERO 10,2012/11/30,2012,NOVIEMBRE,Chorito,+,POSITIVO
#N/A,#N/A,#N/A,CRUCERO 10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
#N/A,#N/A,#N/A,CRUCERO 10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
#N/A,#N/A,#N/A,CRUCERO 10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
#N/A,#N/A,#N/A,CRUCERO 10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
#N/A,#N/A,#N/A,CRUCERO 10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10,L01,1,CRUCERO 10,2012/10/18,2012,OCTUBRE,Cholga,-,NEGATIVO
10,L02,1,CRUCERO 10,2012/10/22,2012,OCTUBRE,Chorito,-,NEGATIVO
10,L02N1,1,CRUCERO 10,2012/10/22,2012,OCTUBRE,Chorito,-,NEGATIVO
10,L02N2,1,CRUCERO 10,2012/10/21,2012,OCTUBRE,Chorito,-,NEGATIVO
10,L02N3,1,CRUCERO 10,2012/10/22,2012,OCTUBRE,Chorito,-,NEGATIVO
10,L02N4,1,CRUCERO 10,2012/10/21,2012,OCTUBRE,Chorito,-,NEGATIVO
10,L03,1,CRUCERO 10,2012/10/18,2012,OCTUBRE,Chorito,+ (11),POSITIVO
10,L03N1,1,CRUCERO 10,2012/10/22,2012,OCTUBRE,Chorito,-,NEGATIVO
10,L04,1,CRUCERO 10,2012/10/18,2012,OCTUBRE,Chorito,-,NEGATIVO
10,L04N3,1,CRUCERO 10,2012/10/22,2012,OCTUBRE,Choro maltón,-,NEGATIVO
10,L05,1,CRUCERO 10,2012/10/19,2012,OCTUBRE,Chorito,-,NEGATIVO
10,L06,1,CRUCERO 10,2012/10/19,2012,OCTUBRE,Cholga,-,NEGATIVO
10,L06N1,1,CRUCERO 10,2012/10/18,2012,OCTUBRE,Cholga,-,NEGATIVO
10,L07,1,CRUCERO 10,2012/10/04,2012,OCTUBRE,Cholga,-,NEGATIVO
10,L08,1,CRUCERO 10,2012/10/05,2012,OCTUBRE,Cholga,-,NEGATIVO
10,L09,1,CRUCERO 10,2012/10/05,2012,OCTUBRE,Almeja,#N/A,SIN MUESTRA
10,L10,1,CRUCERO 10,2012/10/05,2012,OCTUBRE,Cholga,-,NEGATIVO
10,L10N2,1,CRUCERO 10,2012/10/05,2012,OCTUBRE,Almeja,-,NEGATIVO
10,L10N3,1,CRUCERO 10,2012/10/05,2012,OCTUBRE,Almeja,-,NEGATIVO
10,L11,1,CRUCERO 10,2012/10/04,2012,OCTUBRE,Chorito,-,NEGATIVO
10,L12,1,CRUCERO 10,2012/10/06,2012,OCTUBRE,Almeja,-,NEGATIVO
10,L13,1,CRUCERO 10,2012/10/06,2012,OCTUBRE,Almeja,-,NEGATIVO
10,L14,1,CRUCERO 10,2012/10/05,2012,OCTUBRE,Almeja,-,NEGATIVO
10,L16,1,CRUCERO 10,2012/10/14,2012,OCTUBRE,Almeja,-,NEGATIVO
10,L16N1,1,CRUCERO 10,2012/10/14,2012,OCTUBRE,Almeja,-,NEGATIVO
10,L17,1,CRUCERO 10,2012/10/13,2012,OCTUBRE,Cholga,-,NEGATIVO
10,L17N1,1,CRUCERO 10,2012/10/13,2012,OCTUBRE,Cholga,-,NEGATIVO
10,L19,1,CRUCERO 10,2012/10/14,2012,OCTUBRE,Almeja,-,NEGATIVO
10,L19N1,1,CRUCERO 10,2012/10/14,2012,OCTUBRE,Almeja,-,NEGATIVO
10,L19N2,1,CRUCERO 10,2012/10/14,2012,OCTUBRE,Chorito,-,NEGATIVO
10,L20,1,CRUCERO 10,2012/10/14,2012,OCTUBRE,Almeja,-,NEGATIVO
10,L20N1,1,CRUCERO 10,2012/10/14,2012,OCTUBRE,Almeja,-,NEGATIVO
10,L22,1,CRUCERO 10,2012/10/15,2012,OCTUBRE,Almeja,-,NEGATIVO
10,L22N1,1,CRUCERO 10,2012/10/15,2012,OCTUBRE,Almeja,-,NEGATIVO
10,L22N2,1,CRUCERO 10,2012/10/15,2012,OCTUBRE,Almeja,-,NEGATIVO
10,L22N3,1,CRUCERO 10,2012/10/15,2012,OCTUBRE,Almeja,-,NEGATIVO
10,L23,1,CRUCERO 10,2012/10/14,2012,OCTUBRE,Almeja,-,NEGATIVO
10,L23N1,1,CRUCERO 10,2012/10/15,2012,OCTUBRE,Almeja,-,NEGATIVO
10,L23N2,1,CRUCERO 10,2012/10/15,2012,OCTUBRE,Almeja,-,NEGATIVO
10,L24,1,CRUCERO 10,2012/10/15,2012,OCTUBRE,Almeja,-,NEGATIVO
10,L24N1,1,CRUCERO 10,2012/10/15,2012,OCTUBRE,Almeja,-,NEGATIVO
10,L25,1,CRUCERO 10,2012/10/13,2012,OCTUBRE,Almeja,-,NEGATIVO
11,A01,1,CRUCERO 10,2012/10/13,2012,OCTUBRE,Almeja,-,NEGATIVO
11,A02,1,CRUCERO 10,2012/10/13,2012,OCTUBRE,Cholga,-,NEGATIVO
11,A03,1,CRUCERO 10,2012/10/14,2012,OCTUBRE,Almeja,-,NEGATIVO
11,A03N1,1,CRUCERO 10,2012/10/14,2012,OCTUBRE,Sin Recurso,#N/A,#N/A
11,A04,1,CRUCERO 10,2012/10/13,2012,OCTUBRE,Cholga,-,NEGATIVO
11,A04N1,1,CRUCERO 10,2012/10/15,2012,OCTUBRE,Sin Recurso,#N/A,#N/A
11,A05,1,CRUCERO 10,2012/10/15,2012,OCTUBRE,Cholga,-,NEGATIVO
11,A05N1,1,CRUCERO 10,2012/10/15,2012,OCTUBRE,Almeja,-,NEGATIVO
11,A05N2,1,CRUCERO 10,2012/10/14,2012,OCTUBRE,Sin Recurso,#N/A,#N/A
11,A06,1,CRUCERO 10,2012/12/09,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A07,1,CRUCERO 10,2012/12/09,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A08,1,CRUCERO 10,2012/12/09,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A08N1,1,CRUCERO 10,2012/12/09,2012,DICIEMBRE,Chorito,-,NEGATIVO
11,A08N2,1,CRUCERO 10,2012/12/09,2012,DICIEMBRE,Almeja,-,NEGATIVO
11,A09,1,CRUCERO 10,2012/12/10,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A10,1,CRUCERO 10,2012/10/16,2012,OCTUBRE,Cholga,-,NEGATIVO
11,A10N1,1,CRUCERO 10,2012/12/10,2012,DICIEMBRE,Cholga,+,POSITIVO
11,A11,1,CRUCERO 10,2012/10/16,2012,OCTUBRE,Cholga,+,POSITIVO
11,A11N1,1,CRUCERO 10,2012/10/16,2012,OCTUBRE,Sin Recurso,#N/A,#N/A
11,A12,1,CRUCERO 10,2012/12/10,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A12N1,1,CRUCERO 10,2012/12/10,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A13,1,CRUCERO 10,2012/12/11,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A14,1,CRUCERO 10,2012/10/16,2012,OCTUBRE,Cholga,-,NEGATIVO
11,A15,1,CRUCERO 10,2012/12/11,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A16,1,CRUCERO 10,2012/12/11,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A17,1,CRUCERO 10,2012/10/17,2012,OCTUBRE,Cholga,-,NEGATIVO
11,A18,1,CRUCERO 10,2012/12/07,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A18N1,1,CRUCERO 10,2012/10/16,2012,OCTUBRE,Cholga,-,NEGATIVO
11,A18N2,1,CRUCERO 10,2012/12/08,2012,DICIEMBRE,Cholga,+,POSITIVO
11,A18N3,1,CRUCERO 10,2012/12/08,2012,DICIEMBRE,Cholga,+,POSITIVO
11,A18N4,1,CRUCERO 10,2012/10/16,2012,OCTUBRE,Sin Recurso,#N/A,#N/A
11,A19,1,CRUCERO 10,2012/12/13,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A19N1,1,CRUCERO 10,2012/12/11,2012,DICIEMBRE,Cholga,+,POSITIVO
11,A19N2,1,CRUCERO 10,2012/12/11,2012,DICIEMBRE,Cholga,+,POSITIVO
11,A19N3,1,CRUCERO 10,2012/12/11,2012,DICIEMBRE,Cholga,+,POSITIVO
11,A20,1,CRUCERO 10,2012/12/13,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A21,1,CRUCERO 10,2012/12/14,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A22,1,CRUCERO 10,2012/12/14,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A23,1,CRUCERO 10,2012/12/14,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A24,1,CRUCERO 10,2012/12/18,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A25,1,CRUCERO 10,2012/12/17,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A26,1,CRUCERO 10,2012/12/16,2012,DICIEMBRE,Chorito,-,NEGATIVO
11,A27,1,CRUCERO 10,2012/12/17,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A28,1,CRUCERO 10,2012/12/17,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A29,1,CRUCERO 10,2012/12/17,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A30,1,CRUCERO 10,2012/12/14,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A30N1,1,CRUCERO 10,2012/12/14,2012,DICIEMBRE,Sin Recurso,#N/A,#N/A
11,A31,1,CRUCERO 10,2012/12/14,2012,DICIEMBRE,Chorito,+,POSITIVO
11,A32,1,CRUCERO 10,2012/12/14,2012,DICIEMBRE,Chorito,+,POSITIVO
11,A33,1,CRUCERO 10,2012/10/15,2012,OCTUBRE,Cholga,+,POSITIVO
11,A34,1,CRUCERO 10,2012/10/15,2012,OCTUBRE,Cholga,+,POSITIVO
11,A35,1,CRUCERO 10,2012/12/07,2012,DICIEMBRE,Chorito,-,NEGATIVO
11,A35N1,1,CRUCERO 10,2012/12/07,2012,DICIEMBRE,Sin Recurso,#N/A,#N/A
11,A35N2,1,CRUCERO 10,2012/12/08,2012,DICIEMBRE,Almeja,-,NEGATIVO
11,A35N3,1,CRUCERO 10,2012/12/08,2012,DICIEMBRE,Almeja,-,NEGATIVO
11,A36,1,CRUCERO 10,2012/12/07,2012,DICIEMBRE,Chorito,-,NEGATIVO
11,A37,1,CRUCERO 10,2012/12/07,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A38N1,1,CRUCERO 10,2012/12/07,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A38N2,1,CRUCERO 10,2012/12/06,2012,DICIEMBRE,Almeja,-,NEGATIVO
11,A38N3,1,CRUCERO 10,2012/12/06,2012,DICIEMBRE,Almeja,-,NEGATIVO
11,A38N4,1,CRUCERO 10,2012/12/06,2012,DICIEMBRE,Almeja,-,NEGATIVO
11,A39,1,CRUCERO 10,2012/12/05,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A40,1,CRUCERO 10,2012/12/05,2012,DICIEMBRE,Cholga,+,POSITIVO
11,A41,1,CRUCERO 10,2012/12/05,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A41N1,1,CRUCERO 10,2012/12/06,2012,DICIEMBRE,Sin Recurso,#N/A,#N/A
11,A42,1,CRUCERO 10,2012/12/14,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A43,1,CRUCERO 10,2012/12/15,2012,DICIEMBRE,Almeja,-,NEGATIVO
11,A44,1,CRUCERO 10,2012/12/15,2012,DICIEMBRE,Cholga,+,POSITIVO
11,A45,1,CRUCERO 10,2012/12/15,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A46,1,CRUCERO 10,2012/12/15,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A47,1,CRUCERO 10,2012/12/15,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A48,1,CRUCERO 10,2012/12/15,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A48N1,1,CRUCERO 10,2012/12/15,2012,DICIEMBRE,Chorito,-,NEGATIVO
11,A49,1,CRUCERO 10,2012/12/16,2012,DICIEMBRE,Chorito,-,NEGATIVO
11,A49N1,1,CRUCERO 10,2012/12/15,2012,DICIEMBRE,Sin Recurso,#N/A,#N/A
11,A50,1,CRUCERO 10,2012/12/17,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A50N1,1,CRUCERO 10,2012/12/17,2012,DICIEMBRE,Sin Recurso,#N/A,#N/A
11,A51,1,CRUCERO 10,2012/12/16,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A52,1,CRUCERO 10,2012/12/17,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A53,1,CRUCERO 10,2012/12/16,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A54,1,CRUCERO 10,2012/12/16,2012,DICIEMBRE,Cholga,+,POSITIVO
11,A55,1,CRUCERO 10,2012/12/17,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A56,1,CRUCERO 10,2012/12/17,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A57,1,CRUCERO 10,2012/12/17,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A58,1,CRUCERO 10,2012/12/17,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A59,1,CRUCERO 10,2012/12/17,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A60,1,CRUCERO 10,2012/12/17,2012,DICIEMBRE,Cholga,-,NEGATIVO
11,A62,1,CRUCERO 10,2012/12/17,2012,DICIEMBRE,Sin Recurso,#N/A,#N/A
12,M04,1,CRUCERO 10,2012/12/04,2012,DICIEMBRE,Cholga,+,POSITIVO
12,M05,1,CRUCERO 10,2012/12/04,2012,DICIEMBRE,Cholga,+,POSITIVO
12,M06,1,CRUCERO 10,2012/12/04,2012,DICIEMBRE,Cholga,+,POSITIVO
12,M01N,1,CRUCERO 10,2012/12/04,2012,DICIEMBRE,Cholga,+,POSITIVO
12,M02N,1,CRUCERO 10,2012/12/03,2012,DICIEMBRE,Cholga,+,POSITIVO
12,M03N,1,CRUCERO 10,2012/12/03,2012,DICIEMBRE,Cholga,+,POSITIVO
12,M07,1,CRUCERO 10,2012/12/03,2012,DICIEMBRE,Cholga,+,POSITIVO
12,M24N,1,CRUCERO 10,2012/12/03,2012,DICIEMBRE,Cholga,+,POSITIVO
12,M08,1,CRUCERO 10,2012/12/03,2012,DICIEMBRE,Cholga,-,NEGATIVO
12,M25N,1,CRUCERO 10,2012/12/03,2012,DICIEMBRE,Cholga,-,NEGATIVO
12,M09,1,CRUCERO 10,2012/12/03,2012,DICIEMBRE,Cholga,-,NEGATIVO
12,M10,1,CRUCERO 10,2012/12/03,2012,DICIEMBRE,Cholga,-,NEGATIVO
12,M11,1,CRUCERO 10,2012/12/03,2012,DICIEMBRE,Cholga,-,NEGATIVO
12,M12,1,CRUCERO 10,2012/12/03,2012,DICIEMBRE,Cholga,-,NEGATIVO
12,M13,1,CRUCERO 10,2012/12/02,2012,DICIEMBRE,Cholga,+,POSITIVO
12,M14,1,CRUCERO 10,2012/12/02,2012,DICIEMBRE,Cholga,+,POSITIVO
12,M15,1,CRUCERO 10,2012/12/02,2012,DICIEMBRE,Cholga,+,POSITIVO
12,M16,1,CRUCERO 10,2012/12/02,2012,DICIEMBRE,Cholga,-,NEGATIVO
12,M16N1,1,CRUCERO 10,2012/12/01,2012,DICIEMBRE,Cholga,#N/A,SIN MUESTRA
12,M17,1,CRUCERO 10,2012/12/01,2012,DICIEMBRE,Cholga,+,POSITIVO
12,M18,1,CRUCERO 10,2012/12/01,2012,DICIEMBRE,Cholga,-,NEGATIVO
12,M19,1,CRUCERO 10,2012/12/01,2012,DICIEMBRE,Cholga,-,NEGATIVO
12,M20,1,CRUCERO 10,2012/12/01,2012,DICIEMBRE,Cholga,-,NEGATIVO
12,M21,1,CRUCERO 10,2012/12/01,2012,DICIEMBRE,Cholga,-,NEGATIVO
12,M22,1,CRUCERO 10,2012/12/01,2012,DICIEMBRE,Cholga,-,NEGATIVO
12,M23,1,CRUCERO 10,2012/12/01,2012,DICIEMBRE,Cholga,-,NEGATIVO
12,M24,1,CRUCERO 10,2012/12/14,2012,DICIEMBRE,Chorito,+,POSITIVO
12,M25,1,CRUCERO 10,2012/12/14,2012,DICIEMBRE,Chorito,+,POSITIVO
12,M26,1,CRUCERO 10,2012/12/14,2012,DICIEMBRE,Chorito,+,POSITIVO
12,M27,1,CRUCERO 10,2012/12/14,2012,DICIEMBRE,Chorito,+,POSITIVO
12,M28,1,CRUCERO 10,2012/12/14,2012,DICIEMBRE,Chorito,+,POSITIVO
12,M29,1,CRUCERO 10,2012/12/14,2012,DICIEMBRE,Chorito,+,POSITIVO
12,M29N1,1,CRUCERO 10,2012/12/14,2012,DICIEMBRE,Chorito,+,POSITIVO
12,M30,1,CRUCERO 10,2012/12/13,2012,DICIEMBRE,Chorito,+,POSITIVO
12,M31,1,CRUCERO 10,2012/12/13,2012,DICIEMBRE,Chorito,+,POSITIVO
12,M32,1,CRUCERO 10,2012/12/14,2012,DICIEMBRE,Chorito,+,POSITIVO
12,M33,1,CRUCERO 10,2012/12/13,2012,DICIEMBRE,Chorito,-,NEGATIVO
12,M34,1,CRUCERO 10,2012/12/13,2012,DICIEMBRE,Chorito,+,POSITIVO
12,M34N1,1,CRUCERO 10,2012/12/12,2012,DICIEMBRE,Chorito,+,POSITIVO
12,M35,1,CRUCERO 10,2012/12/15,2012,DICIEMBRE,Chorito,+,POSITIVO
12,M36,1,CRUCERO 10,2012/12/15,2012,DICIEMBRE,Chorito,+,POSITIVO
12,M37,1,CRUCERO 10,2012/12/15,2012,DICIEMBRE,Chorito,+,POSITIVO
12,M38,1,CRUCERO 10,2012/12/15,2012,DICIEMBRE,Chorito,+,POSITIVO
12,M39,1,CRUCERO 10,2012/12/15,2012,DICIEMBRE,Chorito,+,POSITIVO
12,M39C1,1,CRUCERO 10,2012/12/15,2012,DICIEMBRE,Chorito,-,NEGATIVO
12,M39N1,1,CRUCERO 10,2012/12/12,2012,DICIEMBRE,Chorito,#N/A,SIN MUESTRA
12,M39C3,1,CRUCERO 10,2012/12/12,2012,DICIEMBRE,Chorito,+,POSITIVO
12,M39N2,1,CRUCERO 10,2012/12/12,2012,DICIEMBRE,Chorito,+,POSITIVO
12,M39N3,1,CRUCERO 10,2012/12/12,2012,DICIEMBRE,Chorito,+,POSITIVO
12,M40,1,CRUCERO 10,2012/12/17,2012,DICIEMBRE,Chorito,+,POSITIVO
12,M40N1,1,CRUCERO 10,2012/12/17,2012,DICIEMBRE,Chorito,+,POSITIVO
12,M41,1,CRUCERO 10,2012/12/16,2012,DICIEMBRE,Chorito,+,POSITIVO
12,M42,1,CRUCERO 10,2012/12/16,2012,DICIEMBRE,Chorito,+,POSITIVO
12,M43,1,CRUCERO 10,2012/12/17,2012,DICIEMBRE,Chorito,+,POSITIVO
12,M44,1,CRUCERO 10,2012/12/15,2012,DICIEMBRE,Chorito,+,POSITIVO
12,M44N1,1,CRUCERO 10,2012/12/15,2012,DICIEMBRE,Chorito,#N/A,SIN MUESTRA
12,M45,1,CRUCERO 10,2012/12/18,2012,DICIEMBRE,Chorito,+,POSITIVO
12,M46,1,CRUCERO 10,2012/12/18,2012,DICIEMBRE,Chorito,+,POSITIVO
12,M46N1,1,CRUCERO 10,2012/12/18,2012,DICIEMBRE,Chorito,-,NEGATIVO
#N/A,#N/A,#N/A,CRUCERO 10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
#N/A,#N/A,#N/A,CRUCERO 10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
#N/A,#N/A,#N/A,CRUCERO 10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10,L01,1,CRUCERO 10,2012/11/21,2012,NOVIEMBRE,Cholga,-,NEGATIVO
10,L02,1,CRUCERO 10,2012/11/20,2012,NOVIEMBRE,Chorito,-,NEGATIVO
10,L02N1,1,CRUCERO 10,2012/11/20,2012,NOVIEMBRE,Chorito,-,NEGATIVO
10,L02N2,1,CRUCERO 10,2012/11/19,2012,NOVIEMBRE,Chorito,-,NEGATIVO
10,L02N3,1,CRUCERO 10,2012/11/20,2012,NOVIEMBRE,Chorito,-,NEGATIVO
10,L02N4,1,CRUCERO 10,2012/11/19,2012,NOVIEMBRE,Chorito,-,NEGATIVO
10,L03,1,CRUCERO 10,2012/11/21,2012,NOVIEMBRE,Chorito,-,NEGATIVO
10,L03N1,1,CRUCERO 10,2012/11/20,2012,NOVIEMBRE,Chorito,-,NEGATIVO
10,L04,1,CRUCERO 10,2012/11/21,2012,NOVIEMBRE,Chorito,-,NEGATIVO
10,L04N3,1,CRUCERO 10,2012/11/19,2012,NOVIEMBRE,Choro maltón,-,NEGATIVO
10,L05,1,CRUCERO 10,2012/11/22,2012,NOVIEMBRE,Chorito,-,NEGATIVO
10,L06,1,CRUCERO 10,2012/11/22,2012,NOVIEMBRE,Cholga,-,NEGATIVO
10,L06N1,1,CRUCERO 10,2012/11/21,2012,NOVIEMBRE,Cholga,-,NEGATIVO
10,L07,1,CRUCERO 10,2012/11/08,2012,NOVIEMBRE,Cholga,-,NEGATIVO
10,L08,1,CRUCERO 10,2012/11/08,2012,NOVIEMBRE,Cholga,-,NEGATIVO
10,L09,1,CRUCERO 10,2012/11/09,2012,NOVIEMBRE,Almeja,-,NEGATIVO
10,L10,1,CRUCERO 10,2012/11/09,2012,NOVIEMBRE,Cholga,-,NEGATIVO
10,L10N2,1,CRUCERO 10,2012/11/09,2012,NOVIEMBRE,Almeja,-,NEGATIVO
10,L10N3,1,CRUCERO 10,2012/11/09,2012,NOVIEMBRE,Almeja,-,NEGATIVO
10,L11,1,CRUCERO 10,2012/11/08,2012,NOVIEMBRE,Chorito,-,NEGATIVO
10,L12,1,CRUCERO 10,2012/11/09,2012,NOVIEMBRE,Almeja,-,NEGATIVO
10,L13,1,CRUCERO 10,2012/11/09,2012,NOVIEMBRE,Almeja,-,NEGATIVO
10,L14,1,CRUCERO 10,2012/11/09,2012,NOVIEMBRE,Almeja,-,NEGATIVO
10,L16,1,CRUCERO 10,2012/11/11,2012,NOVIEMBRE,Almeja,-,NEGATIVO
10,L16N1,1,CRUCERO 10,2012/11/12,2012,NOVIEMBRE,Almeja,-,NEGATIVO
10,L17,1,CRUCERO 10,2012/11/11,2012,NOVIEMBRE,Cholga,-,NEGATIVO
10,L17N1,1,CRUCERO 10,2012/11/11,2012,NOVIEMBRE,Cholga,-,NEGATIVO
10,L19,1,CRUCERO 10,2012/11/12,2012,NOVIEMBRE,Almeja,-,NEGATIVO
10,L19N1,1,CRUCERO 10,2012/11/12,2012,NOVIEMBRE,Almeja,-,NEGATIVO
10,L19N2,1,CRUCERO 10,2012/11/12,2012,NOVIEMBRE,Chorito,-,NEGATIVO
10,L20,1,CRUCERO 10,2012/11/12,2012,NOVIEMBRE,Almeja,-,NEGATIVO
10,L20N1,1,CRUCERO 10,2012/11/12,2012,NOVIEMBRE,Almeja,-,NEGATIVO
10,L22,1,CRUCERO 10,2012/11/13,2012,NOVIEMBRE,Almeja,-,NEGATIVO
10,L22N1,1,CRUCERO 10,2012/11/13,2012,NOVIEMBRE,Almeja,-,NEGATIVO
10,L22N2,1,CRUCERO 10,2012/11/13,2012,NOVIEMBRE,Almeja,-,NEGATIVO
10,L22N3,1,CRUCERO 10,2012/11/13,2012,NOVIEMBRE,Almeja,-,NEGATIVO
10,L23,1,CRUCERO 10,2012/11/13,2012,NOVIEMBRE,Almeja,-,NEGATIVO
10,L23N1,1,CRUCERO 10,2012/11/13,2012,NOVIEMBRE,Almeja,-,NEGATIVO
10,L23N2,1,CRUCERO 10,2012/11/13,2012,NOVIEMBRE,Almeja,-,NEGATIVO
10,L24,1,CRUCERO 10,2012/11/13,2012,NOVIEMBRE,Almeja,-,NEGATIVO
10,L24N1,1,CRUCERO 10,2012/11/13,2012,NOVIEMBRE,Almeja,-,NEGATIVO
10,L25,1,CRUCERO 10,2012/11/11,2012,NOVIEMBRE,Almeja,-,NEGATIVO
11,A01,1,CRUCERO 10,2012/11/10,2012,NOVIEMBRE,Almeja,-,NEGATIVO
11,A02,1,CRUCERO 10,2012/11/10,2012,NOVIEMBRE,Cholga,-,NEGATIVO
11,A03,1,CRUCERO 10,2012/11/11,2012,NOVIEMBRE,Almeja,-,NEGATIVO
11,A03N1,1,CRUCERO 10,2012/11/11,2012,NOVIEMBRE,Sin Recurso,#N/A,#N/A
11,A04,1,CRUCERO 10,2012/11/10,2012,NOVIEMBRE,Cholga,-,NEGATIVO
11,A04N1,1,CRUCERO 10,2012/11/12,2012,NOVIEMBRE,Sin Recurso,#N/A,#N/A
11,A05,1,CRUCERO 10,2012/11/12,2012,NOVIEMBRE,Cholga,-,NEGATIVO
11,A05N1,1,CRUCERO 10,2012/11/11,2012,NOVIEMBRE,Almeja,-,NEGATIVO
11,A05N2,1,CRUCERO 10,2012/11/11,2012,NOVIEMBRE,Sin Recurso,#N/A,#N/A
11,A06,1,CRUCERO 10,2013/01/14,2013,ENERO,Cholga,-,NEGATIVO
11,A07,1,CRUCERO 10,2013/01/14,2013,ENERO,Cholga,-,NEGATIVO
11,A08,1,CRUCERO 10,2013/01/14,2013,ENERO,Cholga,-,NEGATIVO
11,A08N1,1,CRUCERO 10,2013/01/14,2013,ENERO,Chorito,-,NEGATIVO
11,A08N2,1,CRUCERO 10,2013/01/14,2013,ENERO,Almeja,-,NEGATIVO
11,A09,1,CRUCERO 10,2013/01/14,2013,ENERO,Cholga,+,POSITIVO
11,A10,1,CRUCERO 10,2012/11/12,2012,NOVIEMBRE,Cholga,-,NEGATIVO
11,A10N1,1,CRUCERO 10,2013/01/14,2013,ENERO,Cholga,-,NEGATIVO
11,A11,1,CRUCERO 10,2012/11/13,2012,NOVIEMBRE,Cholga,-,NEGATIVO
11,A11N1,1,CRUCERO 10,2012/11/13,2012,NOVIEMBRE,Sin Recurso,#N/A,#N/A
