C_REGION,ESTACION,PROGRAMA,CRUCERO,F_MUESTREO,MES,ANNO,T_C
12,M04,4,CRUCERO 1,2006/05/26,MAYO,2006,9
12,M05,4,CRUCERO 1,2006/05/26,MAYO,2006,9.7
12,M06,4,CRUCERO 1,2006/05/26,MAYO,2006,10.5
12,M01N,4,CRUCERO 1,2006/05/26,MAYO,2006,13.3
12,M02N,4,CRUCERO 1,2006/05/26,MAYO,2006,13.1
12,M03N,4,CRUCERO 1,2006/05/26,MAYO,2006,12.8
12,M07,4,CRUCERO 1,2006/05/26,MAYO,2006,11.1
12,M08,4,CRUCERO 1,2006/05/26,MAYO,2006,9.6
12,M24N,4,CRUCERO 1,2006/05/26,MAYO,2006,13.5
12,M25N,4,CRUCERO 1,2006/05/26,MAYO,2006,12.1
12,M09,4,CRUCERO 1,2006/05/26,MAYO,2006,13
12,M10,4,CRUCERO 1,2006/05/26,MAYO,2006,12.1
12,M11,4,CRUCERO 1,2006/05/26,MAYO,2006,12.6
12,M12,4,CRUCERO 1,2006/05/26,MAYO,2006,15.2
12,M13,4,CRUCERO 1,2006/05/26,MAYO,2006,10.7
12,M14,4,CRUCERO 1,2006/05/26,MAYO,2006,12.3
12,M15,4,CRUCERO 1,2006/05/26,MAYO,2006,12.6
12,M16,4,CRUCERO 1,2006/05/26,MAYO,2006,12.1
12,M23,4,CRUCERO 1,2006/05/26,MAYO,2006,12.1
12,M17,4,CRUCERO 1,2006/05/26,MAYO,2006,11.9
12,M21,4,CRUCERO 1,2006/05/26,MAYO,2006,13.1
12,M22,4,CRUCERO 1,2006/05/26,MAYO,2006,11.9
12,M18,4,CRUCERO 1,2006/05/26,MAYO,2006,13.5
12,M19,4,CRUCERO 1,2006/05/26,MAYO,2006,15.8
12,M20,4,CRUCERO 1,2006/05/26,MAYO,2006,14.6
12,M39,4,CRUCERO 1,2006/05/26,MAYO,2006,12
12,M38,4,CRUCERO 1,2006/05/26,MAYO,2006,12
12,M24,4,CRUCERO 1,2006/05/26,MAYO,2006,13
12,M25,4,CRUCERO 1,2006/05/26,MAYO,2006,11
12,M26,4,CRUCERO 1,2006/05/26,MAYO,2006,12.5
12,M27,4,CRUCERO 1,2006/05/26,MAYO,2006,13
12,M28,4,CRUCERO 1,2006/05/26,MAYO,2006,13
12,M29,4,CRUCERO 1,2006/05/26,MAYO,2006,12
12,M37,4,CRUCERO 1,2006/05/26,MAYO,2006,10
12,M30,4,CRUCERO 1,2006/05/26,MAYO,2006,10
12,M36,4,CRUCERO 1,2006/05/26,MAYO,2006,8
12,M31,4,CRUCERO 1,2006/05/26,MAYO,2006,10
12,M32,4,CRUCERO 1,2006/05/26,MAYO,2006,8
12,M35,4,CRUCERO 1,2006/05/26,MAYO,2006,8.5
12,M33,4,CRUCERO 1,2006/05/26,MAYO,2006,10
12,M34,4,CRUCERO 1,2006/05/26,MAYO,2006,10
12,M40,4,CRUCERO 1,2006/05/26,MAYO,2006,5.9
12,M41,4,CRUCERO 1,2006/05/26,MAYO,2006,4.4
12,M43,4,CRUCERO 1,2006/05/26,MAYO,2006,5.7
12,M44,4,CRUCERO 1,2006/05/26,MAYO,2006,3.7
12,M45,4,CRUCERO 1,2006/05/26,MAYO,2006,4.6
12,M46,4,CRUCERO 1,2006/05/26,MAYO,2006,8.2
12,M42,4,CRUCERO 1,2006/05/26,MAYO,2006,5.9
10,L01,4,CRUCERO 1,2006/05/20,MAYO,2006,9.98
10,L02,4,CRUCERO 1,2006/05/20,MAYO,2006,9.83
10,L02N1,4,CRUCERO 1,2006/05/20,MAYO,2006,10.07
10,L02N2,4,CRUCERO 1,2006/05/20,MAYO,2006,10.93
10,L02N3,4,CRUCERO 1,2006/05/20,MAYO,2006,10.33
10,L03,4,CRUCERO 1,2006/05/20,MAYO,2006,11.22
10,L03N1,4,CRUCERO 1,2006/05/20,MAYO,2006,10.32
10,L04,4,CRUCERO 1,2006/05/20,MAYO,2006,11.08
10,L04N1,4,CRUCERO 1,2006/05/20,MAYO,2006,10.41
10,L05,4,CRUCERO 1,2006/05/20,MAYO,2006,12.63
10,L06,4,CRUCERO 1,2006/05/20,MAYO,2006,11.87
10,L06N1,4,CRUCERO 1,2006/05/20,MAYO,2006,10.72
10,L07,4,CRUCERO 1,2006/05/20,MAYO,2006,11.87
10,L08,4,CRUCERO 1,2006/05/20,MAYO,2006,11.85
10,L09,4,CRUCERO 1,2006/05/20,MAYO,2006,11.8
10,L10,4,CRUCERO 1,2006/05/20,MAYO,2006,11.71
10,L10N1,4,CRUCERO 1,2006/05/20,MAYO,2006,#N/A
10,L10N2,4,CRUCERO 1,2006/05/20,MAYO,2006,#N/A
10,L10N3,4,CRUCERO 1,2006/05/20,MAYO,2006,#N/A
10,L11,4,CRUCERO 1,2006/05/20,MAYO,2006,#N/A
10,L12,4,CRUCERO 1,2006/05/20,MAYO,2006,11.22
10,L13,4,CRUCERO 1,2006/05/20,MAYO,2006,11.12
10,L14,4,CRUCERO 1,2006/05/20,MAYO,2006,11.55
10,L15,4,CRUCERO 1,2006/05/20,MAYO,2006,11.18
10,L16,4,CRUCERO 1,2006/05/20,MAYO,2006,10.69
10,L17,4,CRUCERO 1,2006/05/20,MAYO,2006,11.37
10,L18,4,CRUCERO 1,2006/05/20,MAYO,2006,10.75
10,L18N1,4,CRUCERO 1,2006/05/20,MAYO,2006,#N/A
10,L18N2,4,CRUCERO 1,2006/05/20,MAYO,2006,10.54
10,L19,4,CRUCERO 1,2006/05/20,MAYO,2006,10.8
10,L19N1,4,CRUCERO 1,2006/05/20,MAYO,2006,10.58
10,L19N2,4,CRUCERO 1,2006/05/20,MAYO,2006,10.6
10,L20,4,CRUCERO 1,2006/05/20,MAYO,2006,10.61
10,L21,4,CRUCERO 1,2006/05/20,MAYO,2006,#N/A
10,L21N1,4,CRUCERO 1,2006/05/20,MAYO,2006,#N/A
10,L22,4,CRUCERO 1,2006/05/20,MAYO,2006,10.62
10,L23,4,CRUCERO 1,2006/05/20,MAYO,2006,10.34
10,L24,4,CRUCERO 1,2006/05/20,MAYO,2006,10.72
10,L25,4,CRUCERO 1,2006/05/20,MAYO,2006,#N/A
11,A01,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A02,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A04,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A05,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A06,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A07,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A08,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A09,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A10,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A11,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A12,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A13,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A14,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A15,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A16,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A17,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A18,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A19,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A20,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A21,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A22,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A23,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A24,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A25,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A26,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A27,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A28,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A29,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A30,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A31,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A32,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A33,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A34,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A35,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A36,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A37,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A38,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A39,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A40,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A41,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A42,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A43,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A44,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A45,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A46,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A47,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A48,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A49,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A50,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A51,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A52,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A53,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A54,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A55,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A56,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A57,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A58,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A59,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
11,A60,4,CRUCERO 1,2006/05/22,MAYO,2006,#N/A
12,M04,4,CRUCERO 10,2007/02/23,FEBRERO,2007,14.5
12,M05,4,CRUCERO 10,2007/02/23,FEBRERO,2007,14.5
12,M06,4,CRUCERO 10,2007/02/23,FEBRERO,2007,15.2
12,M01N,4,CRUCERO 10,2007/02/23,FEBRERO,2007,16.5
12,M02N,4,CRUCERO 10,2007/02/23,FEBRERO,2007,15.2
12,M03N,4,CRUCERO 10,2007/02/23,FEBRERO,2007,11.9
12,M07,4,CRUCERO 10,2007/02/23,FEBRERO,2007,14.4
12,M08,4,CRUCERO 10,2007/02/23,FEBRERO,2007,14.8
12,M24N,4,CRUCERO 10,2007/02/23,FEBRERO,2007,17.2
12,M25N,4,CRUCERO 10,2007/02/23,FEBRERO,2007,17.4
12,M09,4,CRUCERO 10,2007/02/23,FEBRERO,2007,13.2
12,M10,4,CRUCERO 10,2007/02/23,FEBRERO,2007,18.2
12,M11,4,CRUCERO 10,2007/02/23,FEBRERO,2007,18.1
12,M12,4,CRUCERO 10,2007/02/23,FEBRERO,2007,11.2
12,M13,4,CRUCERO 10,2007/02/23,FEBRERO,2007,18.4
12,M14,4,CRUCERO 10,2007/02/23,FEBRERO,2007,16.3
12,M15,4,CRUCERO 10,2007/02/23,FEBRERO,2007,15.5
12,M16,4,CRUCERO 10,2007/02/23,FEBRERO,2007,11.7
12,M23,4,CRUCERO 10,2007/02/23,FEBRERO,2007,14.5
12,M17,4,CRUCERO 10,2007/02/23,FEBRERO,2007,13.6
12,M21,4,CRUCERO 10,2007/02/23,FEBRERO,2007,10.9
12,M22,4,CRUCERO 10,2007/02/23,FEBRERO,2007,14.8
12,M18,4,CRUCERO 10,2007/02/23,FEBRERO,2007,13.6
12,M19,4,CRUCERO 10,2007/02/23,FEBRERO,2007,13.5
12,M20,4,CRUCERO 10,2007/02/23,FEBRERO,2007,13.5
12,M39,4,CRUCERO 10,2007/02/23,FEBRERO,2007,13.7
12,M38,4,CRUCERO 10,2007/02/23,FEBRERO,2007,11.8
12,M24,4,CRUCERO 10,2007/02/23,FEBRERO,2007,12.1
12,M25,4,CRUCERO 10,2007/02/23,FEBRERO,2007,12.6
12,M26,4,CRUCERO 10,2007/02/23,FEBRERO,2007,12.2
12,M27,4,CRUCERO 10,2007/02/23,FEBRERO,2007,13
12,M28,4,CRUCERO 10,2007/02/23,FEBRERO,2007,12.8
12,M29,4,CRUCERO 10,2007/02/23,FEBRERO,2007,15.1
12,M37,4,CRUCERO 10,2007/02/23,FEBRERO,2007,12.1
12,M30,4,CRUCERO 10,2007/02/23,FEBRERO,2007,9.8
12,M36,4,CRUCERO 10,2007/02/23,FEBRERO,2007,11.8
12,M31,4,CRUCERO 10,2007/02/23,FEBRERO,2007,11.2
12,M32,4,CRUCERO 10,2007/02/23,FEBRERO,2007,10.5
12,M35,4,CRUCERO 10,2007/02/23,FEBRERO,2007,10.4
12,M33,4,CRUCERO 10,2007/02/23,FEBRERO,2007,9.6
12,M34,4,CRUCERO 10,2007/02/23,FEBRERO,2007,9.7
12,M40,4,CRUCERO 10,2007/02/23,FEBRERO,2007,14.7
12,M41,4,CRUCERO 10,2007/02/23,FEBRERO,2007,13.4
12,M43,4,CRUCERO 10,2007/02/23,FEBRERO,2007,13.2
12,M44,4,CRUCERO 10,2007/02/23,FEBRERO,2007,12.7
12,M45,4,CRUCERO 10,2007/02/23,FEBRERO,2007,15.2
12,M46,4,CRUCERO 10,2007/02/23,FEBRERO,2007,12.3
12,M42,4,CRUCERO 10,2007/02/23,FEBRERO,2007,13.5
10,L01,4,CRUCERO 10,2006/03/03,MARZO,2007,15
10,L02,4,CRUCERO 10,2006/03/03,MARZO,2007,13.3
10,L02N1,4,CRUCERO 10,2006/03/03,MARZO,2007,11.9
10,L02N2,4,CRUCERO 10,2006/03/03,MARZO,2007,15.6
10,L02N3,4,CRUCERO 10,2006/03/03,MARZO,2007,10.8
10,L03,4,CRUCERO 10,2006/03/03,MARZO,2007,17.9
10,L03N1,4,CRUCERO 10,2006/03/03,MARZO,2007,11.6
10,L04,4,CRUCERO 10,2006/03/03,MARZO,2007,12.5
10,L04N1,4,CRUCERO 10,2006/03/03,MARZO,2007,16.4
10,L05,4,CRUCERO 10,2006/03/03,MARZO,2007,14.8
10,L06,4,CRUCERO 10,2006/03/03,MARZO,2007,12.3
10,L06N1,4,CRUCERO 10,2006/03/03,MARZO,2007,#N/A
10,L07,4,CRUCERO 10,2006/03/03,MARZO,2007,#N/A
10,L08,4,CRUCERO 10,2006/03/03,MARZO,2007,#N/A
10,L09,4,CRUCERO 10,2006/03/03,MARZO,2007,#N/A
10,L10,4,CRUCERO 10,2006/03/03,MARZO,2007,#N/A
10,L10N1,4,CRUCERO 10,2006/03/03,MARZO,2007,#N/A
10,L10N2,4,CRUCERO 10,2006/03/03,MARZO,2007,#N/A
10,L10N3,4,CRUCERO 10,2006/03/03,MARZO,2007,#N/A
10,L11,4,CRUCERO 10,2006/03/03,MARZO,2007,#N/A
10,L12,4,CRUCERO 10,2006/03/03,MARZO,2007,#N/A
10,L13,4,CRUCERO 10,2006/03/03,MARZO,2007,#N/A
10,L14,4,CRUCERO 10,2006/03/03,MARZO,2007,#N/A
10,L15,4,CRUCERO 10,2006/03/03,MARZO,2007,14
10,L16,4,CRUCERO 10,2006/03/03,MARZO,2007,13.8
10,L17,4,CRUCERO 10,2006/03/03,MARZO,2007,13.3
10,L18,4,CRUCERO 10,2006/03/03,MARZO,2007,14.3
10,L18N1,4,CRUCERO 10,2006/03/03,MARZO,2007,17.6
10,L18N2,4,CRUCERO 10,2006/03/03,MARZO,2007,15.3
10,L19,4,CRUCERO 10,2006/03/03,MARZO,2007,13.2
10,L19N1,4,CRUCERO 10,2006/03/03,MARZO,2007,13.1
10,L19N2,4,CRUCERO 10,2006/03/03,MARZO,2007,13.4
10,L20,4,CRUCERO 10,2006/03/03,MARZO,2007,15.8
10,L21,4,CRUCERO 10,2006/03/03,MARZO,2007,15.1
10,L21N1,4,CRUCERO 10,2006/03/03,MARZO,2007,13.4
10,L22,4,CRUCERO 10,2006/03/03,MARZO,2007,14.3
10,L23,4,CRUCERO 10,2006/03/03,MARZO,2007,18.8
10,L24,4,CRUCERO 10,2006/03/03,MARZO,2007,13.9
10,L25,4,CRUCERO 10,2006/03/03,MARZO,2007,15.4
11,A01,4,CRUCERO 10,2007/03/02,MARZO,2007,13.2
11,A02,4,CRUCERO 10,2007/03/02,MARZO,2007,15.4
11,A04,4,CRUCERO 10,2007/03/02,MARZO,2007,16.3
11,A05,4,CRUCERO 10,2007/03/02,MARZO,2007,13.8
11,A06,4,CRUCERO 10,2007/03/02,MARZO,2007,14.6
11,A07,4,CRUCERO 10,2007/03/02,MARZO,2007,15.9
11,A08,4,CRUCERO 10,2007/03/02,MARZO,2007,14.2
11,A09,4,CRUCERO 10,2007/03/02,MARZO,2007,14.5
11,A10,4,CRUCERO 10,2007/03/02,MARZO,2007,13.4
11,A11,4,CRUCERO 10,2007/03/02,MARZO,2007,15.6
11,A12,4,CRUCERO 10,2007/03/02,MARZO,2007,16
11,A13,4,CRUCERO 10,2007/03/02,MARZO,2007,16.6
11,A14,4,CRUCERO 10,2007/03/02,MARZO,2007,19
11,A15,4,CRUCERO 10,2007/03/02,MARZO,2007,20
11,A16,4,CRUCERO 10,2007/03/02,MARZO,2007,14.2
11,A17,4,CRUCERO 10,2007/03/02,MARZO,2007,12.3
11,A18,4,CRUCERO 10,2007/03/02,MARZO,2007,10.6
11,A19,4,CRUCERO 10,2007/03/02,MARZO,2007,17
11,A20,4,CRUCERO 10,2007/03/02,MARZO,2007,14.6
11,A21,4,CRUCERO 10,2007/03/02,MARZO,2007,14.7
11,A22,4,CRUCERO 10,2007/03/02,MARZO,2007,12.6
11,A23,4,CRUCERO 10,2007/03/02,MARZO,2007,13.3
11,A24,4,CRUCERO 10,2007/03/02,MARZO,2007,17.3
11,A25,4,CRUCERO 10,2007/03/02,MARZO,2007,15.4
11,A26,4,CRUCERO 10,2007/03/02,MARZO,2007,18
11,A27,4,CRUCERO 10,2007/03/02,MARZO,2007,16.3
11,A28,4,CRUCERO 10,2007/03/02,MARZO,2007,15.6
11,A29,4,CRUCERO 10,2007/03/02,MARZO,2007,15.8
11,A30,4,CRUCERO 10,2007/03/02,MARZO,2007,14.3
11,A31,4,CRUCERO 10,2007/03/02,MARZO,2007,23.3
11,A32,4,CRUCERO 10,2007/03/02,MARZO,2007,18.8
11,A33,4,CRUCERO 10,2007/03/02,MARZO,2007,13.4
11,A34,4,CRUCERO 10,2007/03/02,MARZO,2007,17
11,A35,4,CRUCERO 10,2007/03/02,MARZO,2007,12.2
11,A36,4,CRUCERO 10,2007/03/02,MARZO,2007,12.5
11,A37,4,CRUCERO 10,2007/03/02,MARZO,2007,12.5
11,A38,4,CRUCERO 10,2007/03/02,MARZO,2007,12.6
11,A39,4,CRUCERO 10,2007/03/02,MARZO,2007,14.6
11,A40,4,CRUCERO 10,2007/03/02,MARZO,2007,14.2
11,A41,4,CRUCERO 10,2007/03/02,MARZO,2007,11.7
11,A42,4,CRUCERO 10,2007/03/02,MARZO,2007,12.9
11,A43,4,CRUCERO 10,2007/03/02,MARZO,2007,24.8
11,A44,4,CRUCERO 10,2007/03/02,MARZO,2007,24.4
11,A45,4,CRUCERO 10,2007/03/02,MARZO,2007,13
11,A46,4,CRUCERO 10,2007/03/02,MARZO,2007,15.1
11,A47,4,CRUCERO 10,2007/03/02,MARZO,2007,20.8
11,A48,4,CRUCERO 10,2007/03/02,MARZO,2007,18.3
11,A49,4,CRUCERO 10,2007/03/02,MARZO,2007,17.8
11,A50,4,CRUCERO 10,2007/03/02,MARZO,2007,16.5
11,A51,4,CRUCERO 10,2007/03/02,MARZO,2007,13.1
11,A52,4,CRUCERO 10,2007/03/02,MARZO,2007,15.1
11,A53,4,CRUCERO 10,2007/03/02,MARZO,2007,20.7
11,A54,4,CRUCERO 10,2007/03/02,MARZO,2007,17.8
11,A55,4,CRUCERO 10,2007/03/02,MARZO,2007,#N/A
11,A56,4,CRUCERO 10,2007/03/02,MARZO,2007,#N/A
11,A57,4,CRUCERO 10,2007/03/02,MARZO,2007,#N/A
11,A58,4,CRUCERO 10,2007/03/02,MARZO,2007,#N/A
11,A59,4,CRUCERO 10,2007/03/02,MARZO,2007,#N/A
11,A60,4,CRUCERO 10,2007/03/02,MARZO,2007,#N/A
12,M04,4,CRUCERO 2,2006/06/30,JUNIO,2006,14
12,M05,4,CRUCERO 2,2006/06/30,JUNIO,2006,14
12,M06,4,CRUCERO 2,2006/06/30,JUNIO,2006,12
12,M01N,4,CRUCERO 2,2006/06/30,JUNIO,2006,11
12,M02N,4,CRUCERO 2,2006/06/30,JUNIO,2006,11
12,M03N,4,CRUCERO 2,2006/06/30,JUNIO,2006,12
12,M07,4,CRUCERO 2,2006/06/30,JUNIO,2006,12
12,M08,4,CRUCERO 2,2006/06/30,JUNIO,2006,12
12,M24N,4,CRUCERO 2,2006/06/30,JUNIO,2006,10
12,M25N,4,CRUCERO 2,2006/06/30,JUNIO,2006,14
12,M09,4,CRUCERO 2,2006/06/30,JUNIO,2006,14
12,M10,4,CRUCERO 2,2006/06/30,JUNIO,2006,12.5
12,M11,4,CRUCERO 2,2006/06/30,JUNIO,2006,12
12,M12,4,CRUCERO 2,2006/06/30,JUNIO,2006,12
12,M13,4,CRUCERO 2,2006/06/30,JUNIO,2006,9
12,M14,4,CRUCERO 2,2006/06/30,JUNIO,2006,12
12,M15,4,CRUCERO 2,2006/06/30,JUNIO,2006,11
12,M16,4,CRUCERO 2,2006/06/30,JUNIO,2006,10
12,M23,4,CRUCERO 2,2006/06/30,JUNIO,2006,10
12,M17,4,CRUCERO 2,2006/06/30,JUNIO,2006,10.5
12,M21,4,CRUCERO 2,2006/06/30,JUNIO,2006,9.5
12,M22,4,CRUCERO 2,2006/06/30,JUNIO,2006,9.5
12,M18,4,CRUCERO 2,2006/06/30,JUNIO,2006,12
12,M19,4,CRUCERO 2,2006/06/30,JUNIO,2006,13
12,M20,4,CRUCERO 2,2006/06/30,JUNIO,2006,15
12,M39,4,CRUCERO 2,2006/06/30,JUNIO,2006,7.5
12,M38,4,CRUCERO 2,2006/06/30,JUNIO,2006,8
12,M24,4,CRUCERO 2,2006/06/30,JUNIO,2006,7.5
12,M25,4,CRUCERO 2,2006/06/30,JUNIO,2006,7
12,M26,4,CRUCERO 2,2006/06/30,JUNIO,2006,6.5
12,M27,4,CRUCERO 2,2006/06/30,JUNIO,2006,6
12,M28,4,CRUCERO 2,2006/06/30,JUNIO,2006,7
12,M29,4,CRUCERO 2,2006/06/30,JUNIO,2006,7.5
12,M37,4,CRUCERO 2,2006/06/30,JUNIO,2006,6
12,M30,4,CRUCERO 2,2006/06/30,JUNIO,2006,6
12,M36,4,CRUCERO 2,2006/06/30,JUNIO,2006,7.5
12,M31,4,CRUCERO 2,2006/06/30,JUNIO,2006,7.5
12,M32,4,CRUCERO 2,2006/06/30,JUNIO,2006,8
12,M35,4,CRUCERO 2,2006/06/30,JUNIO,2006,9
12,M33,4,CRUCERO 2,2006/06/30,JUNIO,2006,8.5
12,M34,4,CRUCERO 2,2006/06/30,JUNIO,2006,9
12,M40,4,CRUCERO 2,2006/06/30,JUNIO,2006,4.5
12,M41,4,CRUCERO 2,2006/06/30,JUNIO,2006,5
12,M43,4,CRUCERO 2,2006/06/30,JUNIO,2006,5.5
12,M44,4,CRUCERO 2,2006/06/30,JUNIO,2006,5.5
12,M45,4,CRUCERO 2,2006/06/30,JUNIO,2006,5
12,M46,4,CRUCERO 2,2006/06/30,JUNIO,2006,6
12,M42,4,CRUCERO 2,2006/06/30,JUNIO,2006,6.5
10,L01,4,CRUCERO 2,2006/07/04,JULIO,2006,9.94
10,L02,4,CRUCERO 2,2006/07/04,JULIO,2006,9.09
10,L02N1,4,CRUCERO 2,2006/07/04,JULIO,2006,8.68
10,L02N2,4,CRUCERO 2,2006/07/04,JULIO,2006,9.18
10,L02N3,4,CRUCERO 2,2006/07/04,JULIO,2006,9.66
10,L03,4,CRUCERO 2,2006/07/04,JULIO,2006,10.82
10,L03N1,4,CRUCERO 2,2006/07/04,JULIO,2006,#N/A
10,L04,4,CRUCERO 2,2006/07/04,JULIO,2006,11.08
10,L04N1,4,CRUCERO 2,2006/07/04,JULIO,2006,10.11
10,L05,4,CRUCERO 2,2006/07/04,JULIO,2006,11.95
10,L06,4,CRUCERO 2,2006/07/04,JULIO,2006,11.26
10,L06N1,4,CRUCERO 2,2006/07/04,JULIO,2006,#N/A
10,L07,4,CRUCERO 2,2006/07/04,JULIO,2006,#N/A
10,L08,4,CRUCERO 2,2006/07/04,JULIO,2006,10.77
10,L09,4,CRUCERO 2,2006/07/04,JULIO,2006,10.86
10,L10,4,CRUCERO 2,2006/07/04,JULIO,2006,#N/A
10,L10N1,4,CRUCERO 2,2006/07/04,JULIO,2006,10.74
10,L10N2,4,CRUCERO 2,2006/07/04,JULIO,2006,#N/A
10,L10N3,4,CRUCERO 2,2006/07/04,JULIO,2006,#N/A
10,L11,4,CRUCERO 2,2006/07/04,JULIO,2006,10.37
10,L12,4,CRUCERO 2,2006/07/04,JULIO,2006,10.39
10,L13,4,CRUCERO 2,2006/07/04,JULIO,2006,10.46
10,L14,4,CRUCERO 2,2006/07/04,JULIO,2006,10.66
10,L15,4,CRUCERO 2,2006/07/04,JULIO,2006,9.16
10,L16,4,CRUCERO 2,2006/07/04,JULIO,2006,10.44
10,L17,4,CRUCERO 2,2006/07/04,JULIO,2006,#N/A
10,L18,4,CRUCERO 2,2006/07/04,JULIO,2006,9.97
10,L18N1,4,CRUCERO 2,2006/07/04,JULIO,2006,#N/A
10,L18N2,4,CRUCERO 2,2006/07/04,JULIO,2006,#N/A
10,L19,4,CRUCERO 2,2006/07/04,JULIO,2006,10.54
10,L19N1,4,CRUCERO 2,2006/07/04,JULIO,2006,10.66
10,L19N2,4,CRUCERO 2,2006/07/04,JULIO,2006,9.73
10,L20,4,CRUCERO 2,2006/07/04,JULIO,2006,10.95
10,L21,4,CRUCERO 2,2006/07/04,JULIO,2006,#N/A
10,L21N1,4,CRUCERO 2,2006/07/04,JULIO,2006,#N/A
10,L22,4,CRUCERO 2,2006/07/04,JULIO,2006,11.46
10,L23,4,CRUCERO 2,2006/07/04,JULIO,2006,11.05
10,L24,4,CRUCERO 2,2006/07/04,JULIO,2006,11.62
10,L25,4,CRUCERO 2,2006/07/04,JULIO,2006,#N/A
11,A01,4,CRUCERO 2,2006/07/11,JULIO,2006,#N/A
11,A02,4,CRUCERO 2,2006/07/11,JULIO,2006,#N/A
11,A04,4,CRUCERO 2,2006/07/11,JULIO,2006,#N/A
11,A05,4,CRUCERO 2,2006/07/11,JULIO,2006,#N/A
11,A06,4,CRUCERO 2,2006/07/11,JULIO,2006,#N/A
11,A07,4,CRUCERO 2,2006/07/11,JULIO,2006,#N/A
11,A08,4,CRUCERO 2,2006/07/11,JULIO,2006,#N/A
11,A09,4,CRUCERO 2,2006/07/11,JULIO,2006,#N/A
11,A10,4,CRUCERO 2,2006/07/11,JULIO,2006,#N/A
11,A11,4,CRUCERO 2,2006/07/11,JULIO,2006,#N/A
11,A12,4,CRUCERO 2,2006/07/11,JULIO,2006,#N/A
11,A13,4,CRUCERO 2,2006/07/11,JULIO,2006,#N/A
